SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
285282,6726318,Closed,currency 1,-1812,0,-1552.0,-1526.0,,0,103671.0,0.0,0.0,0.0,Consumer credit,-1003,0.0
285282,6726316,Closed,currency 1,-339,0,-65.0,-65.0,,0,44923.5,0.0,0.0,0.0,Consumer credit,-62,0.0
285282,6726317,Closed,currency 1,-1019,0,-964.0,-964.0,,0,107496.0,0.0,0.0,0.0,Consumer credit,-957,0.0
285282,6726319,Active,currency 1,-36,0,361.0,,,0,44482.5,44482.5,0.0,0.0,Consumer credit,-34,0.0
285282,6726320,Closed,currency 1,-1811,0,-1552.0,-1552.0,,0,103671.0,0.0,,0.0,Consumer credit,-1019,0.0
285282,6726321,Active,currency 1,-119,0,,,0.0,0,225094.005,224275.5,814.455,0.0,Credit card,-25,22509.405
285282,6726322,Active,currency 1,-206,0,,,0.0,0,119232.0,64737.0,54493.47,0.0,Credit card,-21,11923.2
285282,6726323,Closed,currency 1,-497,0,-311.0,-463.0,0.0,0,11056.5,0.0,0.0,0.0,Microloan,-462,
285282,6726324,Closed,currency 1,-626,0,-576.0,-576.0,0.0,0,20916.72,0.0,0.0,0.0,Consumer credit,-571,
285282,6726325,Closed,currency 1,-776,0,-628.0,-628.0,0.0,0,39341.25,0.0,0.0,0.0,Consumer credit,-627,
285282,6726326,Closed,currency 1,-1703,0,,-419.0,0.0,0,270000.0,0.0,0.0,0.0,Credit card,-417,
409076,6727090,Closed,currency 1,-1178,0,-820.0,-1063.0,,0,93537.0,0.0,0.0,0.0,Consumer credit,-1035,9486.0
409076,6727091,Active,currency 1,-184,0,181.0,,,0,86242.5,52771.5,0.0,0.0,Consumer credit,-30,0.0
409076,6727093,Closed,currency 1,-852,0,-672.0,-644.0,,0,64966.5,,,0.0,Consumer credit,-638,0.0
409076,6727094,Closed,currency 1,-841,0,-663.0,-637.0,,0,54706.5,,,0.0,Consumer credit,-631,0.0
409076,6727095,Closed,currency 1,-659,0,-295.0,-267.0,,0,122359.5,,,0.0,Consumer credit,-260,0.0
409076,6727096,Closed,currency 1,-425,0,-152.0,-126.0,,0,80077.5,,,0.0,Consumer credit,-120,9355.5
409076,6727097,Active,currency 1,-315,0,415.0,,,0,299097.0,,,0.0,Consumer credit,-2,16902.0
409076,6727098,Active,currency 1,-338,0,27.0,,0.0,0,112349.88,20655.0,0.0,0.0,Consumer credit,-34,9362.475
280342,6609727,Closed,currency 1,-1660,0,-1478.0,-1478.0,,0,30244.5,0.0,,0.0,Consumer credit,-1399,0.0
264627,6647083,Closed,currency 1,-1707,0,-976.0,-1157.0,,0,71455.5,0.0,0.0,0.0,Consumer credit,-1157,0.0
318109,6342591,Closed,currency 1,-341,0,-157.0,-247.0,,0,43060.5,0.0,0.0,0.0,Consumer credit,-246,0.0
318109,6342592,Active,currency 1,-625,0,454.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-107,
318109,6342593,Active,currency 1,-458,0,1368.0,,,0,571500.0,478836.0,0.0,0.0,Consumer credit,-27,14359.5
318109,6342594,Closed,currency 1,-690,0,-325.0,-416.0,0.0,0,103455.0,0.0,0.0,0.0,Consumer credit,-415,
339954,6004870,Closed,currency 1,-1627,0,-1322.0,-1318.0,,0,112531.5,0.0,0.0,0.0,Consumer credit,-1001,0.0
339954,6004871,Closed,currency 1,-1547,0,-1272.0,-1271.0,,0,102600.0,0.0,0.0,0.0,Credit card,-1001,0.0
339954,6004872,Active,currency 1,-470,0,260.0,,6340.995,0,135000.0,71446.905,0.0,0.0,Consumer credit,-41,7920.0
339954,6004873,Closed,currency 1,-1626,0,-1322.0,-1322.0,0.0,0,112531.95,0.0,0.0,0.0,Consumer credit,-1322,
291513,6645470,Closed,currency 1,-520,0,-155.0,-256.0,,0,2025000.0,0.0,0.0,0.0,Consumer credit,-162,0.0
291513,6645471,Closed,currency 1,-845,0,616.0,-518.0,,0,2026467.0,0.0,0.0,0.0,Consumer credit,-512,0.0
291513,6645472,Closed,currency 1,-845,0,616.0,-614.0,,0,2250000.0,0.0,0.0,0.0,Consumer credit,-295,0.0
291513,6645473,Active,currency 1,-212,0,7093.0,,,0,18450000.0,18332347.5,0.0,0.0,Mortgage,-29,203152.5
291513,6645474,Closed,currency 1,-1470,0,-361.0,-966.0,,0,101250.0,0.0,,0.0,Credit card,-960,0.0
291513,6645475,Closed,currency 1,-614,0,616.0,-518.0,,0,2026467.0,0.0,,0.0,Consumer credit,-514,0.0
264627,6647079,Closed,currency 1,-985,0,-862.0,-891.0,,0,90000.0,0.0,,0.0,Consumer credit,-875,
264627,6647081,Closed,currency 1,-1737,0,-1550.0,-1550.0,,0,13500.0,0.0,0.0,0.0,Credit card,-1025,0.0
264627,6647082,Closed,currency 1,-1604,0,-1157.0,-1157.0,,0,775863.0,0.0,0.0,0.0,Consumer credit,-1154,0.0
264627,6647084,Active,currency 1,-672,0,432.0,,,0,648000.0,565915.5,0.0,0.0,Credit card,-131,
264627,6647085,Active,currency 1,-749,0,4730.0,,,0,14850000.0,12424549.5,0.0,0.0,Mortgage,-31,173052.0
264627,6647086,Closed,currency 1,-1843,0,-1603.0,-1607.0,,0,102015.0,0.0,,0.0,Consumer credit,-1601,0.0
264627,6647087,Closed,currency 1,-1237,0,-1062.0,-1062.0,,0,26491.5,0.0,,0.0,Credit card,-1062,67.5
264627,6647088,Active,currency 1,-1148,0,678.0,,94.5,0,1945944.0,967531.5,,0.0,Consumer credit,-21,50382.0
299564,5574792,Active,currency 1,-1348,0,-717.0,,,0,0.0,0.0,0.0,0.0,Credit card,-16,
299564,5574793,Closed,currency 1,-1129,0,-734.0,-913.0,,0,60614.28,0.0,,0.0,Consumer credit,-861,
299564,5574794,Closed,currency 1,-2072,0,-1950.0,-2009.0,,0,45979.74,0.0,,0.0,Consumer credit,-902,
299564,5574796,Closed,currency 1,-1252,0,-157.0,-704.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-154,0.0
299564,5574797,Active,currency 1,-1237,0,135.0,,,0,432000.0,403663.5,0.0,0.0,Credit card,-17,
299564,5574798,Active,currency 1,-1560,0,5744.0,,,0,12555000.0,9939375.0,0.0,0.0,Mortgage,-5,155079.0
299564,5574800,Closed,currency 1,-2010,0,-1676.0,-1691.0,,0,118638.0,0.0,,0.0,Consumer credit,-1674,0.0
299564,5574801,Active,currency 1,-609,0,1215.0,,,0,1125000.0,1173141.0,,0.0,Consumer credit,-28,28800.0
