SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2529839,154747,Cash loans,,0.0,0.0,,,SATURDAY,11,Y,1,,,,XNA,Canceled,-301,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2047464,280342,Consumer loans,9369.045,93726.0,84330.0,9396.0,93726.0,SUNDAY,10,Y,1,0.1091809976081148,,,XAP,Refused,-2764,Cash through the bank,SCO,Family,Repeater,XNA,POS,XNA,Country-wide,496,Consumer electronics,10.0,low_normal,POS household without interest,,,,,,
2195719,398163,Cash loans,13179.285,135000.0,143910.0,,135000.0,WEDNESDAY,14,Y,1,,,,Other,Refused,-334,Cash through the bank,VERIF,Unaccompanied,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,12.0,low_action,Cash Street: low,,,,,,
1538723,407315,Cash loans,20869.65,540000.0,646920.0,,540000.0,TUESDAY,16,Y,1,,,,XNA,Approved,-655,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-625.0,1145.0,-205.0,-202.0,1.0
2383945,320940,Consumer loans,14459.625,69614.91,78237.0,4.41,69614.91,MONDAY,11,Y,1,6.138553624085899e-05,,,XAP,Approved,-163,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Regional / Local,800,Consumer electronics,6.0,middle,POS household without interest,365243.0,-133.0,17.0,365243.0,365243.0,1.0
1915800,124316,Consumer loans,4388.175,38016.0,37602.0,3802.5,38016.0,TUESDAY,9,Y,1,0.1000197606979478,,,XAP,Approved,-2564,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Stone,30,Connectivity,12.0,high,POS mobile with interest,365243.0,-2519.0,-2189.0,-2189.0,-2181.0,1.0
1115395,285282,Consumer loans,2337.705,23161.5,23161.5,0.0,23161.5,SATURDAY,16,Y,1,0.0,,,XAP,Refused,-341,Cash through the bank,XNA,,Repeater,Computers,POS,XNA,Country-wide,35,Connectivity,12.0,middle,POS mobile with interest,,,,,,
2721492,208312,Consumer loans,6440.445,55795.5,55188.0,5580.0,55795.5,SATURDAY,14,Y,1,0.1000053856096509,,,XAP,Approved,-2707,Cash through the bank,XAP,Family,Refreshed,Mobile,POS,XNA,Country-wide,35,Connectivity,12.0,low_normal,POS mobile with interest,365243.0,-2676.0,-2346.0,-2346.0,-2335.0,1.0
2181914,208312,Cash loans,26862.93,346500.0,370512.0,,346500.0,FRIDAY,11,Y,1,,,,XNA,Approved,-1245,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-1215.0,-705.0,-795.0,-788.0,1.0
2216325,407315,Cash loans,7910.19,90000.0,111793.5,0.0,90000.0,MONDAY,11,Y,1,0.0,,,XNA,Approved,-1818,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-1788.0,-1278.0,-1458.0,-1447.0,1.0
1693282,325817,Cash loans,17079.255,135000.0,143910.0,,135000.0,SATURDAY,9,Y,1,,,,Urgent needs,Approved,-679,Cash through the bank,XAP,,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-649.0,-319.0,-319.0,-314.0,1.0
1838151,154747,Cash loans,,0.0,0.0,,,SUNDAY,11,Y,1,,,,XNA,Canceled,-300,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2721890,154747,Cash loans,,0.0,0.0,,,WEDNESDAY,12,Y,1,,,,XNA,Canceled,-304,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1885167,344176,Consumer loans,10728.045,87210.0,99873.0,0.0,87210.0,SATURDAY,6,Y,1,0.0,,,XAP,Approved,-184,XNA,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,170,Consumer electronics,12.0,middle,POS household with interest,365243.0,-152.0,178.0,365243.0,365243.0,0.0
2366806,304977,Consumer loans,16052.13,147132.0,159754.5,0.0,147132.0,SUNDAY,17,Y,1,0.0,,,XAP,Approved,-928,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,3000,Consumer electronics,12.0,middle,POS household with interest,365243.0,-897.0,-567.0,-567.0,-564.0,0.0
2646516,293971,Consumer loans,12202.335,107415.0,107415.0,0.0,107415.0,THURSDAY,18,Y,1,0.0,,,XAP,Approved,-2010,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,1900,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-1979.0,-1709.0,-1709.0,-1706.0,0.0
2002894,398163,Consumer loans,13108.59,109530.0,119169.0,0.0,109530.0,SUNDAY,17,Y,1,0.0,,,XAP,Approved,-702,Cash through the bank,XAP,,Refreshed,Consumer Electronics,POS,XNA,Stone,50,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-671.0,-401.0,-581.0,-576.0,0.0
1995429,317814,Consumer loans,4959.495,42966.0,42498.0,4297.5,42966.0,THURSDAY,13,Y,1,0.1000174841986554,,,XAP,Approved,-2752,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,-1,Consumer electronics,12.0,high,POS household with interest,365243.0,-2721.0,-2391.0,-2391.0,-2385.0,1.0
2172418,304977,Cash loans,,0.0,0.0,,,FRIDAY,16,Y,1,,,,XNA,Canceled,-251,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2088662,131421,Consumer loans,9976.14,81000.0,88128.0,0.0,81000.0,SUNDAY,8,Y,1,0.0,,,XAP,Approved,-388,XNA,XAP,,New,Auto Accessories,POS,XNA,Stone,12,Auto technology,10.0,low_normal,POS other with interest,365243.0,-357.0,-87.0,-87.0,-80.0,0.0
1939561,126707,Cash loans,,0.0,0.0,,,WEDNESDAY,18,Y,1,,,,XNA,Canceled,-19,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1118765,125093,Cash loans,49626.0,900000.0,1101087.0,,900000.0,TUESDAY,14,Y,1,,,,XNA,Approved,-875,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,low_normal,Cash X-Sell: low,365243.0,-845.0,25.0,-635.0,-625.0,1.0
2819795,180741,Consumer loans,10258.965,93577.5,91165.5,9360.0,93577.5,THURSDAY,15,Y,1,0.1014060204534263,,,XAP,Approved,-1385,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Regional / Local,140,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1354.0,-1084.0,-1084.0,-1081.0,0.0
1145517,208312,Cash loans,22414.05,450000.0,533160.0,,450000.0,SATURDAY,11,Y,1,,,,Journey,Refused,-656,Cash through the bank,VERIF,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle,,,,,,
1065821,398163,Cash loans,19854.0,675000.0,675000.0,,675000.0,FRIDAY,9,Y,1,,,,XNA,Refused,-151,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Channel of corporate sales,-1,XNA,54.0,low_normal,Cash X-Sell: low,,,,,,
2611689,398163,Cash loans,25841.25,675000.0,675000.0,,675000.0,THURSDAY,16,Y,1,,,,XNA,Refused,-152,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Channel of corporate sales,-1,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
1941370,106937,Cash loans,28890.0,450000.0,450000.0,,450000.0,MONDAY,12,Y,1,,,,XNA,Approved,-154,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-124.0,566.0,365243.0,365243.0,0.0
1328664,208312,Revolving loans,18000.0,360000.0,360000.0,,360000.0,TUESDAY,13,Y,1,,,,XAP,Approved,-317,XNA,XAP,"Spouse, partner",Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
2773494,280342,Consumer loans,5325.885,44010.0,45895.5,2250.0,44010.0,THURSDAY,13,Y,1,0.0508968552710958,,,XAP,Approved,-2088,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,800,Consumer electronics,12.0,high,POS household with interest,365243.0,-2057.0,-1727.0,-1847.0,-1840.0,0.0
1414515,396041,Consumer loans,21365.55,214294.5,233248.5,0.0,214294.5,FRIDAY,14,Y,1,0.0,,,XAP,Approved,-1644,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,140,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-1613.0,-1283.0,-1433.0,-1424.0,0.0
1663899,208312,Cash loans,66516.21,1237500.0,1309374.0,,1237500.0,TUESDAY,12,Y,1,,,,XNA,Approved,-821,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_action,Cash X-Sell: low,365243.0,-791.0,-101.0,-101.0,-95.0,1.0
2412474,299564,Consumer loans,56942.73,298183.5,268362.0,29821.5,298183.5,THURSDAY,16,Y,1,0.108920596027126,,,XAP,Approved,-1656,Cash through the bank,XAP,"Spouse, partner",Repeater,Clothing and Accessories,POS,XNA,Country-wide,376,Clothing,5.0,low_normal,POS industry without interest,365243.0,-1625.0,-1505.0,-1505.0,-1499.0,0.0
2724024,398163,Revolving loans,27000.0,540000.0,540000.0,,540000.0,WEDNESDAY,10,Y,1,,,,XAP,Refused,-62,XNA,HC,Unaccompanied,Repeater,XNA,Cards,walk-in,Channel of corporate sales,-1,XNA,0.0,XNA,Card Street,,,,,,
1178726,279940,Cash loans,31887.0,900000.0,900000.0,,900000.0,SUNDAY,9,Y,1,,,,XNA,Canceled,-144,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,60.0,middle,Cash X-Sell: middle,,,,,,
2782731,344176,Revolving loans,11250.0,225000.0,225000.0,,225000.0,TUESDAY,6,Y,1,,,,XAP,Refused,-790,XNA,SCOFR,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
1552369,325817,Cash loans,,0.0,0.0,,,MONDAY,11,Y,1,,,,XNA,Canceled,-516,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1190981,180741,Cash loans,,0.0,0.0,,,FRIDAY,9,Y,1,,,,XNA,Canceled,-572,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1460560,339954,Consumer loans,9715.86,75141.0,81751.5,0.0,75141.0,TUESDAY,13,Y,1,0.0,,,XAP,Approved,-1303,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,3000,Consumer electronics,10.0,middle,POS household with interest,365243.0,-1272.0,-1002.0,-1002.0,-997.0,0.0
2164553,299564,Consumer loans,18412.605,166050.0,166050.0,0.0,166050.0,SATURDAY,11,Y,1,0.0,,,XAP,Approved,-1311,Cash through the bank,XAP,"Spouse, partner",Repeater,Clothing and Accessories,POS,XNA,Country-wide,148,Clothing,10.0,low_normal,POS industry with interest,365243.0,-1276.0,-1006.0,-1246.0,-1240.0,0.0
1785460,271368,Cash loans,26657.64,247500.0,273636.0,,247500.0,WEDNESDAY,8,Y,1,,,,XNA,Approved,-348,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-317.0,13.0,365243.0,365243.0,0.0
1758608,304977,Cash loans,,0.0,0.0,,,WEDNESDAY,9,Y,1,,,,XNA,Canceled,-183,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2541416,295711,Consumer loans,11476.26,175050.0,175050.0,0.0,175050.0,SUNDAY,19,Y,1,0.0,,,XAP,Approved,-601,Cash through the bank,XAP,,New,Medical Supplies,POS,XNA,Stone,100,Industry,18.0,low_normal,POS industry with interest,365243.0,-562.0,-52.0,-562.0,-559.0,0.0
2137045,106937,Consumer loans,6546.375,64659.78,71482.5,3.78,64659.78,MONDAY,19,Y,1,5.758816427940625e-05,,,XAP,Approved,-679,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Country-wide,1235,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-648.0,-318.0,-468.0,-463.0,0.0
1320350,178610,Consumer loans,2962.71,22005.0,15826.5,8505.0,22005.0,SATURDAY,18,Y,1,0.3806883333053113,,,XAP,Approved,-2088,Cash through the bank,XAP,"Spouse, partner",New,Computers,POS,XNA,Country-wide,1765,Consumer electronics,6.0,middle,POS household with interest,365243.0,-2057.0,-1907.0,-1907.0,-1905.0,0.0
1992972,398163,Cash loans,,0.0,0.0,,,TUESDAY,15,Y,1,,,,XNA,Canceled,-147,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1626844,126707,Consumer loans,16207.065,220036.5,247059.0,0.0,220036.5,TUESDAY,11,Y,1,0.0,,,XAP,Refused,-1169,Cash through the bank,SCO,Family,New,Audio/Video,POS,XNA,Country-wide,2078,Consumer electronics,18.0,low_normal,POS household with interest,,,,,,
1110623,217493,Consumer loans,23601.6,133591.5,133591.5,0.0,133591.5,SATURDAY,15,Y,1,0.0,,,XAP,Approved,-565,Cash through the bank,XAP,,Refreshed,Furniture,POS,XNA,Regional / Local,50,Furniture,6.0,low_normal,POS industry with interest,365243.0,-530.0,-380.0,-380.0,-375.0,0.0
2284839,106937,Consumer loans,12144.42,133186.5,151938.0,0.0,133186.5,SATURDAY,13,Y,1,0.0,,,XAP,Canceled,-478,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Country-wide,5000,Consumer electronics,16.0,middle,POS household with interest,,,,,,
1344172,317249,Cash loans,16413.705,180000.0,197820.0,0.0,180000.0,FRIDAY,16,Y,1,0.0,,,XNA,Approved,-2329,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high,365243.0,-2299.0,-1789.0,-1849.0,-1844.0,1.0
1485615,238850,Cash loans,14791.005,180000.0,197820.0,,180000.0,THURSDAY,10,Y,1,,,,XNA,Approved,-733,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-703.0,-193.0,-403.0,-401.0,1.0
1734326,266499,Consumer loans,14036.49,122481.0,124717.5,9000.0,122481.0,WEDNESDAY,13,Y,1,0.0733024337264619,,,XAP,Refused,-1608,Cash through the bank,HC,Unaccompanied,Refreshed,Computers,POS,XNA,Country-wide,1200,Consumer electronics,12.0,high,POS household with interest,,,,,,
1091403,208312,Cash loans,17172.0,216000.0,216000.0,0.0,216000.0,TUESDAY,10,Y,1,0.0,,,XNA,Refused,-2431,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash Street: middle,,,,,,
2803301,291513,Consumer loans,5597.01,127125.0,100125.0,27000.0,127125.0,SATURDAY,16,Y,1,0.2313113435237328,,,XAP,Approved,-2643,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Stone,108,Consumer electronics,24.0,middle,POS household with interest,365243.0,-2606.0,-1916.0,-1946.0,-1942.0,0.0
1037207,180741,Cash loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XNA,Canceled,-286,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2385306,154747,Cash loans,43443.0,1575000.0,1575000.0,,1575000.0,SATURDAY,12,Y,1,,,,Buying a home,Refused,-301,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
1752409,320940,Consumer loans,5212.755,94063.5,112689.0,0.0,94063.5,SUNDAY,12,Y,1,0.0,,,XAP,Approved,-1550,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1690,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1518.0,-828.0,-1038.0,-1032.0,0.0
1797936,279940,Revolving loans,4500.0,90000.0,90000.0,,90000.0,THURSDAY,15,Y,1,,,,XAP,Approved,-371,XNA,XAP,Unaccompanied,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,-261.0,0.0
1953682,249909,Consumer loans,13767.12,129744.0,129744.0,0.0,129744.0,THURSDAY,18,Y,1,0.0,,,XAP,Approved,-340,Cash through the bank,XAP,Children,Repeater,Jewelry,POS,XNA,Country-wide,30,Jewelry,12.0,middle,POS other with interest,365243.0,-304.0,26.0,365243.0,365243.0,0.0
2030816,409076,Revolving loans,,0.0,0.0,,,SATURDAY,14,Y,1,,,,XAP,Canceled,-501,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1399184,325817,Cash loans,,0.0,0.0,,,MONDAY,9,Y,1,,,,XNA,Canceled,-516,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1763859,126707,Cash loans,,0.0,0.0,,,TUESDAY,18,Y,1,,,,XNA,Canceled,-139,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
2389481,304977,Cash loans,,0.0,0.0,,,WEDNESDAY,13,Y,1,,,,XNA,Canceled,-477,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1285018,317249,Consumer loans,5622.705,108760.32,108756.0,4.32,108760.32,MONDAY,20,Y,1,4.3259092353467966e-05,,,XAP,Approved,-1703,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Country-wide,1235,Consumer electronics,24.0,low_normal,POS household with interest,365243.0,-1668.0,-978.0,-1368.0,-1361.0,0.0
2056361,264627,Consumer loans,5269.86,45157.5,45157.5,0.0,45157.5,FRIDAY,16,Y,1,0.0,,,XAP,Approved,-2513,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,32,Connectivity,12.0,high,POS mobile with interest,365243.0,-2482.0,-2152.0,-2152.0,-2147.0,0.0
1149000,398163,Cash loans,12001.5,450000.0,450000.0,,450000.0,WEDNESDAY,16,Y,1,,,,Journey,Refused,-244,Cash through the bank,XNA,Unaccompanied,Repeater,XNA,Cash,walk-in,Channel of corporate sales,-1,XNA,60.0,low_action,Cash Street: low,,,,,,
1254820,320940,Revolving loans,11250.0,225000.0,225000.0,,225000.0,MONDAY,11,Y,1,,,,XAP,Approved,-163,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Regional / Local,800,Consumer electronics,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1748416,208312,Cash loans,52143.39,840735.765,889565.265,,840735.765,WEDNESDAY,10,Y,1,,,,XNA,Approved,-1408,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24.0,middle,Cash Street: middle,365243.0,-1378.0,-688.0,-808.0,-802.0,1.0
1403584,271368,Cash loans,29882.25,238500.0,263686.5,,238500.0,FRIDAY,11,Y,1,,,,XNA,Refused,-150,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,
1952479,126707,Consumer loans,6835.995,60186.6,60186.6,0.0,60186.6,THURSDAY,19,Y,1,0.0,,,XAP,Approved,-425,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,15,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-380.0,-110.0,-290.0,-282.0,0.0
2048722,131286,Consumer loans,3349.8,14580.0,17244.0,0.0,14580.0,SUNDAY,18,Y,1,0.0,,,XAP,Approved,-561,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Regional / Local,70,Consumer electronics,6.0,middle,POS household with interest,365243.0,-529.0,-379.0,-379.0,-372.0,0.0
1533110,396041,Cash loans,,0.0,0.0,,,SATURDAY,17,Y,1,,,,XNA,Canceled,-12,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
2306354,264627,Revolving loans,6750.0,0.0,135000.0,,,WEDNESDAY,12,Y,1,,,,XAP,Approved,-2781,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,-1,Consumer electronics,0.0,XNA,Card Street,-2779.0,-2734.0,365243.0,-1548.0,-352.0,0.0
2132600,208312,Cash loans,19658.385,225000.0,247275.0,0.0,225000.0,MONDAY,10,Y,1,0.0,,,XNA,Approved,-2425,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,18.0,middle,Cash Street: middle,365243.0,-2395.0,-1885.0,-1885.0,-1880.0,1.0
2378487,266499,Cash loans,21999.06,229500.0,265144.5,,229500.0,SATURDAY,10,Y,1,,,,XNA,Approved,-996,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,365243.0,-966.0,-456.0,-636.0,-605.0,1.0
2227465,208312,Cash loans,44131.095,675000.0,721332.0,,675000.0,WEDNESDAY,10,Y,1,,,,Journey,Refused,-659,Cash through the bank,VERIF,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle,,,,,,
1015488,279940,Cash loans,,0.0,0.0,,,THURSDAY,14,Y,1,,,,XNA,Canceled,-371,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1681773,266499,Consumer loans,10634.535,79650.0,59980.5,22500.0,79650.0,SUNDAY,15,Y,1,0.2970950158467208,,,XAP,Approved,-2773,Cash through the bank,XAP,Other_A,New,Other,POS,XNA,Stone,149,Industry,6.0,low_normal,POS industry without interest,365243.0,-2741.0,-2591.0,-2591.0,-2584.0,1.0
1315809,213818,Consumer loans,7992.765,41850.0,39199.5,4500.0,41850.0,WEDNESDAY,17,Y,1,0.1121502326321602,,,XAP,Approved,-2066,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,40,Connectivity,6.0,high,POS mobile with interest,365243.0,-2028.0,-1878.0,-1908.0,-1901.0,0.0
1029092,238850,Cash loans,16139.025,157500.0,157500.0,,157500.0,FRIDAY,12,Y,1,,,,XNA,Approved,-921,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-891.0,-561.0,-561.0,-555.0,0.0
2752057,170148,Cash loans,6077.115,81000.0,116064.0,,81000.0,SATURDAY,12,Y,1,,,,Repairs,Refused,-524,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle,,,,,,
1411250,320940,Consumer loans,5223.915,51596.415,57042.0,3.915,51596.415,TUESDAY,13,Y,1,7.474314171472062e-05,,,XAP,Approved,-883,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,800,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-852.0,-522.0,-582.0,-577.0,0.0
1502077,317249,Cash loans,14604.3,495000.0,495000.0,,495000.0,MONDAY,12,Y,1,,,,XNA,Refused,-149,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
1242466,131286,Revolving loans,9000.0,180000.0,180000.0,,180000.0,WEDNESDAY,17,Y,1,,,,XAP,Approved,-460,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),8,XNA,0.0,XNA,Card X-Sell,-460.0,-417.0,365243.0,365243.0,365243.0,0.0
2728402,409076,Consumer loans,11967.03,121500.0,121500.0,0.0,121500.0,SUNDAY,13,Y,1,0.0,,,XAP,Approved,-220,XNA,XAP,,Repeater,Clothing and Accessories,POS,XNA,Stone,100,Clothing,12.0,low_normal,POS industry with interest,365243.0,-187.0,143.0,365243.0,365243.0,0.0
2655746,280342,Cash loans,,0.0,0.0,,,MONDAY,17,Y,1,,,,XNA,Canceled,-47,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2543264,182501,Consumer loans,43007.76,248373.0,223533.0,24840.0,248373.0,SATURDAY,15,Y,1,0.1089209301406278,,,XAP,Approved,-2811,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,2221,Consumer electronics,6.0,high,POS household with interest,365243.0,-2780.0,-2630.0,-2630.0,-2621.0,0.0
1824798,131286,Revolving loans,9000.0,180000.0,180000.0,,180000.0,TUESDAY,16,Y,1,,,,XAP,Approved,-461,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,0,XNA,0.0,XNA,Card X-Sell,,,,,,
1582867,126707,Cash loans,18468.54,252000.0,252000.0,,252000.0,FRIDAY,17,Y,1,,,,XNA,Refused,-25,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,,,,,,
1964030,213493,Consumer loans,7480.665,93082.5,107127.0,4635.0,93082.5,SUNDAY,11,Y,1,0.0451668399244498,,,XAP,Approved,-580,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,30,Connectivity,24.0,high,POS mobile with interest,365243.0,-547.0,143.0,365243.0,365243.0,0.0
1883452,264627,Cash loans,66406.365,2250000.0,2517300.0,,2250000.0,THURSDAY,15,Y,1,,,,XNA,Refused,-1156,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low,,,,,,
