SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1060395,317249,-35,42.0,40.0,Active,0,0
2299815,178610,-54,24.0,18.0,Active,0,0
2532567,208312,-53,18.0,7.0,Active,0,0
1108566,124316,-62,9.0,3.0,Active,0,0
1456702,280342,-12,24.0,17.0,Active,0,0
1308129,238850,-46,12.0,1.0,Active,0,0
1569423,126707,-14,10.0,4.0,Active,0,0
2532567,208312,-46,9.0,0.0,Completed,0,0
1456702,280342,-8,24.0,13.0,Active,0,0
2432900,213240,-78,10.0,5.0,Active,0,0
1973769,126707,-23,18.0,15.0,Active,0,0
1285018,317249,-51,24.0,6.0,Active,0,0
2056361,264627,-82,12.0,12.0,Active,0,0
1285018,317249,-55,11.0,10.0,Active,0,0
2617457,213818,-23,10.0,5.0,Active,0,0
2746536,320940,-70,9.0,7.0,Active,0,0
1715334,126707,-36,12.0,9.0,Active,0,0
2606064,264627,-28,60.0,50.0,Active,0,0
2543264,182501,-89,6.0,2.0,Active,0,0
1970129,280342,-30,25.0,5.0,Active,0,0
1329235,279940,-10,48.0,46.0,Active,0,0
1973769,126707,-26,18.0,18.0,Active,0,0
2532567,208312,-49,18.0,3.0,Active,0,0
2606064,264627,-32,60.0,54.0,Active,0,0
1033353,109346,-31,18.0,13.0,Active,0,0
1370450,131286,-27,4.0,2.0,Active,0,0
2077084,398163,-63,6.0,4.0,Active,0,0
2181914,208312,-37,18.0,14.0,Active,0,0
1607451,213240,-87,10.0,5.0,Active,0,0
1577681,448125,-87,8.0,1.0,Active,0,0
1538723,407315,-20,60.0,59.0,Active,0,0
1915800,124316,-84,12.0,12.0,Active,0,0
1995429,317814,-87,12.0,8.0,Active,0,0
1363939,280342,-61,4.0,2.0,Active,0,0
1363939,280342,-62,4.0,3.0,Active,0,0
2457875,353814,-25,48.0,37.0,Active,0,0
2816721,208312,-1,36.0,26.0,Active,0,0
2246374,407315,-78,8.0,1.0,Active,0,0
1320350,178610,-64,6.0,1.0,Active,0,0
1663899,208312,-8,24.0,5.0,Active,0,0
1060675,398163,-52,6.0,3.0,Active,0,0
1411250,320940,-23,12.0,6.0,Active,0,0
2378487,266499,-25,18.0,10.0,Active,0,0
1681773,266499,-89,6.0,3.0,Active,0,0
2773494,280342,-64,8.0,3.0,Active,0,0
1000237,208312,-20,12.0,10.0,Active,0,0
2816721,208312,-8,36.0,33.0,Active,0,0
1949641,304977,-1,60.0,45.0,Active,0,0
1233744,124316,-92,10.0,9.0,Active,0,0
1949641,304977,-15,60.0,59.0,Active,0,0
1060395,317249,-36,42.0,41.0,Active,0,0
1441849,317249,-50,18.0,5.0,Active,0,0
1029092,238850,-27,12.0,9.0,Active,0,0
1964030,213493,-19,24.0,24.0,Active,0,0
1663899,208312,-20,24.0,17.0,Active,0,0
2639837,398163,-8,12.0,9.0,Active,0,0
1456702,280342,-9,24.0,14.0,Active,0,0
1187434,293971,-47,8.0,0.0,Completed,0,0
2239289,407315,-36,18.0,12.0,Active,0,0
2180946,293971,-64,10.0,6.0,Active,0,0
2816721,208312,-9,36.0,34.0,Active,0,0
2218173,299564,-23,12.0,12.0,Active,0,0
1414515,396041,-54,12.0,7.0,Active,0,0
2457875,353814,-35,48.0,47.0,Active,0,0
2127332,396041,-1,12.0,7.0,Active,0,0
1785460,271368,-1,12.0,2.0,Active,0,0
1001554,396041,-19,24.0,24.0,Active,0,0
2457875,353814,-31,48.0,43.0,Active,0,0
2714853,285282,-23,12.0,9.0,Active,0,0
1964030,213493,-18,24.0,23.0,Active,0,0
1060395,317249,-24,42.0,29.0,Active,0,0
1941370,106937,-2,24.0,21.0,Active,0,0
1414515,396041,-53,12.0,6.0,Active,0,0
1538723,407315,-13,60.0,52.0,Active,0,0
1043097,261500,-10,18.0,3.0,Active,0,0
1287858,407315,-78,10.0,3.0,Active,0,0
2432900,213240,-81,10.0,8.0,Active,0,0
2721492,208312,-82,12.0,5.0,Active,0,0
1949641,304977,-9,60.0,53.0,Active,0,0
1799505,283065,-23,6.0,3.0,Active,0,0
1538723,407315,-9,60.0,48.0,Active,0,0
2609640,249909,-29,6.0,4.0,Active,0,0
1456702,280342,-6,24.0,11.0,Active,0,0
2366806,304977,-28,12.0,10.0,Active,0,0
1118765,125093,-29,30.0,30.0,Active,0,0
1926319,339954,-25,24.0,15.0,Active,11,11
2271852,402376,-24,10.0,6.0,Active,0,0
1029092,238850,-24,12.0,6.0,Active,0,0
1315809,213818,-63,5.0,0.0,Completed,0,0
1329235,279940,-8,4.0,0.0,Completed,0,0
1569218,131286,-54,12.0,12.0,Active,0,0
1456702,280342,-4,24.0,9.0,Active,0,0
1287858,407315,-82,10.0,7.0,Active,0,0
1068708,238850,-9,12.0,8.0,Active,0,0
1108566,124316,-64,9.0,5.0,Active,0,0
1057669,314364,-24,10.0,6.0,Active,0,0
1663899,208312,-9,24.0,6.0,Active,0,0
1663899,208312,-24,24.0,21.0,Active,0,0
2457875,353814,-10,48.0,22.0,Active,0,0
2721492,208312,-83,12.0,6.0,Active,0,0
1543763,293971,-20,24.0,20.0,Active,0,0
1543763,293971,-16,24.0,16.0,Active,0,0
1663899,208312,-26,24.0,23.0,Active,0,0
1362500,238850,-30,18.0,5.0,Active,0,0
2415901,279940,-70,12.0,9.0,Active,0,0
1329235,279940,-9,48.0,45.0,Active,0,0
1748416,208312,-28,24.0,5.0,Active,0,0
1538723,407315,-8,60.0,47.0,Active,0,0
1240172,344176,-19,12.0,11.0,Active,0,0
1785460,271368,-8,12.0,9.0,Active,0,0
1748416,208312,-27,20.0,0.0,Active,0,0
1748416,208312,-35,24.0,12.0,Active,0,0
2378487,266499,-33,18.0,18.0,Active,0,0
1060395,317249,-22,42.0,27.0,Active,0,0
1043097,261500,-22,18.0,15.0,Active,0,0
2056361,264627,-79,12.0,9.0,Active,0,0
2181914,208312,-30,18.0,7.0,Active,0,0
1693282,325817,-21,12.0,11.0,Active,0,0
1538723,407315,-15,60.0,54.0,Active,0,0
1289961,264627,-38,14.0,0.0,Active,0,0
1439813,402376,-8,12.0,8.0,Active,0,0
2415901,279940,-71,12.0,10.0,Active,0,0
2239289,407315,-39,18.0,15.0,Active,0,0
1060395,317249,-9,42.0,13.0,Active,0,0
1043097,261500,-9,18.0,2.0,Active,0,0
2056361,264627,-80,12.0,10.0,Active,0,0
1057669,314364,-27,10.0,9.0,Active,0,0
2819795,180741,-43,10.0,8.0,Active,0,0
1233744,124316,-87,10.0,4.0,Active,0,0
1233744,124316,-86,10.0,3.0,Active,0,0
2606064,264627,-36,60.0,59.0,Active,0,0
1312239,407315,-79,4.0,4.0,Active,0,0
1748416,208312,-37,24.0,15.0,Active,0,0
1681773,266499,-91,6.0,5.0,Active,0,0
1033353,109346,-30,18.0,12.0,Active,0,0
1995429,317814,-86,12.0,7.0,Active,0,0
1187434,293971,-49,36.0,2.0,Active,0,0
1885167,344176,-5,12.0,11.0,Active,4,4
2457875,353814,-22,48.0,34.0,Active,0,0
2457875,353814,-16,48.0,28.0,Active,0,0
2457875,353814,-32,48.0,44.0,Active,0,0
1785460,271368,-10,12.0,11.0,Active,0,0
2181914,208312,-32,18.0,9.0,Active,0,0
1287858,407315,-81,10.0,6.0,Active,0,0
2746536,320940,-71,9.0,8.0,Active,0,0
1485615,238850,-14,18.0,8.0,Active,0,0
1995429,317814,-85,12.0,6.0,Active,0,0
2457875,353814,-2,49.0,14.0,Active,0,0
1460560,339954,-39,10.0,6.0,Active,0,0
1748416,208312,-34,24.0,11.0,Active,0,0
1970129,280342,-29,25.0,4.0,Active,0,0
1543763,293971,-1,24.0,1.0,Active,0,0
1108566,124316,-65,9.0,6.0,Active,0,0
1043097,261500,-24,18.0,17.0,Active,0,0
1060395,317249,-20,42.0,25.0,Active,0,0
1043097,261500,-20,18.0,13.0,Active,0,0
1607451,213240,-85,10.0,3.0,Active,0,0
1043097,261500,-18,18.0,11.0,Active,0,0
1033353,109346,-26,18.0,8.0,Active,0,0
1362500,238850,-34,18.0,9.0,Active,0,0
1785460,271368,-11,12.0,12.0,Active,0,0
2457875,353814,-11,48.0,23.0,Active,0,0
1285018,317249,-53,24.0,8.0,Active,0,0
1970129,280342,-32,25.0,7.0,Active,0,0
2721492,208312,-84,12.0,7.0,Active,0,0
1970129,280342,-36,24.0,11.0,Active,0,0
2803301,291513,-79,23.0,16.0,Active,0,0
2180946,293971,-60,10.0,2.0,Active,0,0
1485615,238850,-18,18.0,12.0,Active,0,0
2246374,407315,-85,8.0,8.0,Active,0,0
2181914,208312,-34,18.0,11.0,Active,0,0
2412474,299564,-54,5.0,5.0,Active,0,0
1577681,448125,-86,8.0,0.0,Completed,0,0
1693282,325817,-16,12.0,6.0,Active,0,0
1538723,407315,-14,60.0,53.0,Active,0,0
2606064,264627,-31,60.0,53.0,Active,0,0
2646516,293971,-60,10.0,4.0,Active,0,0
1543763,293971,-24,24.0,24.0,Active,0,0
2541416,295711,-19,18.0,18.0,Active,0,0
1289961,264627,-39,48.0,35.0,Active,0,0
1577681,448125,-90,8.0,4.0,Active,0,0
2137045,106937,-19,12.0,9.0,Active,0,0
1955771,317249,-1,5.0,1.0,Active,0,0
2024368,409076,-24,12.0,12.0,Active,0,0
1949641,304977,-7,60.0,51.0,Active,0,0
1108566,124316,-61,9.0,2.0,Active,0,0
1799505,283065,-21,6.0,1.0,Active,0,0
1543763,293971,-10,24.0,10.0,Active,0,0
1233744,124316,-91,10.0,8.0,Active,0,0
1693282,325817,-10,12.0,0.0,Completed,0,0
2180946,293971,-63,10.0,5.0,Active,0,0
2228785,126707,-7,24.0,20.0,Active,0,0
2816721,208312,-7,36.0,32.0,Active,0,0
1187845,109346,-47,18.0,13.0,Active,0,0
2543264,182501,-92,6.0,5.0,Active,0,0
2246374,407315,-79,8.0,2.0,Active,0,0
2721492,208312,-89,12.0,12.0,Active,0,0
1485615,238850,-15,18.0,9.0,Active,0,0
1569423,126707,-20,10.0,10.0,Active,0,0
1752409,320940,-46,24.0,19.0,Active,0,0
1607451,213240,-90,10.0,8.0,Active,0,0
1147472,266499,-81,6.0,2.0,Active,0,0
1033353,109346,-34,18.0,17.0,Active,0,0
1285018,317249,-45,11.0,0.0,Completed,0,0
1033353,109346,-32,18.0,14.0,Active,0,0
1033353,109346,-22,18.0,4.0,Active,0,0
2246374,407315,-82,8.0,5.0,Active,0,0
1456702,280342,-1,24.0,6.0,Active,0,0
2457875,353814,-24,48.0,36.0,Active,0,0
2239289,407315,-38,18.0,14.0,Active,0,0
2772557,353814,-47,6.0,3.0,Active,0,0
1843885,182501,-41,6.0,0.0,Completed,0,0
1915800,124316,-79,12.0,7.0,Active,0,0
2646516,293971,-62,10.0,6.0,Active,0,0
1362500,238850,-35,18.0,10.0,Active,0,0
1118765,125093,-27,30.0,28.0,Active,0,0
2366806,304977,-19,12.0,1.0,Active,0,0
1915800,124316,-81,12.0,9.0,Active,0,0
1411250,320940,-19,10.0,0.0,Completed,0,0
2543264,182501,-90,6.0,3.0,Active,0,0
1060395,317249,-37,42.0,42.0,Active,0,0
1970129,280342,-35,24.0,10.0,Active,0,0
1287858,407315,-83,10.0,8.0,Active,0,0
1915800,124316,-80,12.0,8.0,Active,0,0
1147472,266499,-80,6.0,1.0,Active,0,0
1970129,280342,-33,24.0,8.0,Active,0,0
1456702,280342,-7,24.0,12.0,Active,0,0
1663899,208312,-10,24.0,7.0,Active,0,0
2721492,208312,-87,12.0,10.0,Active,0,0
1718301,138820,-3,12.0,7.0,Active,0,0
2137045,106937,-22,12.0,12.0,Active,0,0
2543264,182501,-86,6.0,0.0,Completed,0,0
1543763,293971,-9,24.0,9.0,Active,0,0
2543264,182501,-93,6.0,6.0,Active,0,0
2218173,299564,-21,2.0,0.0,Active,0,0
2239289,407315,-37,18.0,13.0,Active,0,0
1926319,339954,-33,24.0,23.0,Active,8,8
1362500,238850,-37,18.0,12.0,Active,0,0
1320350,178610,-65,6.0,2.0,Active,0,0
1785460,271368,-9,12.0,10.0,Active,0,0
2239289,407315,-42,18.0,18.0,Active,0,0
1411250,320940,-24,12.0,7.0,Active,0,0
1029092,238850,-29,12.0,11.0,Active,0,0
2639837,398163,-7,12.0,8.0,Active,0,0
1187845,109346,-41,18.0,7.0,Active,0,0
1490319,180741,-20,18.0,18.0,Active,0,0
1187845,109346,-42,18.0,8.0,Active,0,0
2713945,125093,-45,4.0,0.0,Completed,0,0
2457875,353814,-9,48.0,21.0,Active,0,0
2127332,396041,-2,12.0,8.0,Active,0,0
1289961,264627,-51,48.0,47.0,Active,0,0
2120696,131421,-3,10.0,6.0,Active,0,0
1926319,339954,-22,24.0,12.0,Active,0,0
2617457,213818,-21,10.0,3.0,Active,0,0
2415901,279940,-69,12.0,8.0,Active,0,0
1387661,154747,-44,14.0,0.0,Active,0,0
1460560,339954,-38,10.0,5.0,Active,0,0
1460560,339954,-43,10.0,10.0,Active,0,0
2617457,213818,-20,10.0,2.0,Active,0,0
1626472,213240,-71,12.0,9.0,Active,1,1
2181914,208312,-29,18.0,6.0,Active,0,0
1060395,317249,-23,42.0,28.0,Active,0,0
1016527,261500,-21,36.0,25.0,Active,0,0
1607451,213240,-88,10.0,6.0,Active,0,0
2606064,264627,-25,12.0,0.0,Completed,0,0
2714853,285282,-22,12.0,8.0,Active,0,0
2617457,213818,-26,10.0,8.0,Active,0,0
2366806,304977,-20,12.0,2.0,Active,0,0
1060395,317249,-10,42.0,14.0,Active,0,0
1060395,317249,-8,42.0,12.0,Active,0,0
2803301,291513,-78,23.0,15.0,Active,0,0
1752409,320940,-45,24.0,18.0,Active,0,0
1440513,304977,-45,24.0,18.0,Active,0,0
2773494,280342,-60,8.0,0.0,Completed,0,0
1411250,320940,-27,12.0,10.0,Active,0,0
2137045,106937,-21,12.0,11.0,Active,0,0
1460560,339954,-40,10.0,7.0,Active,0,0
2819795,180741,-40,10.0,5.0,Active,0,0
1233744,124316,-89,10.0,6.0,Active,0,0
1440513,304977,-42,24.0,14.0,Active,0,0
2366806,304977,-22,12.0,4.0,Active,0,0
1752409,320940,-42,24.0,15.0,Active,0,0
1785460,271368,-2,12.0,3.0,Active,0,0
1362500,238850,-27,18.0,2.0,Active,0,0
1187845,109346,-46,18.0,12.0,Active,0,0
1306722,126707,-15,24.0,22.0,Active,0,0
2457875,353814,-8,49.0,20.0,Active,0,0
2181914,208312,-27,18.0,4.0,Active,0,0
1147472,266499,-79,6.0,0.0,Completed,0,0
2029260,213493,-24,6.0,0.0,Completed,0,0
2773494,280342,-63,8.0,2.0,Active,0,0
1748416,208312,-29,24.0,6.0,Active,0,0
1362500,238850,-36,18.0,11.0,Active,0,0
1843885,182501,-43,6.0,2.0,Active,0,0
2646516,293971,-63,10.0,7.0,Active,0,0
2415901,279940,-64,12.0,3.0,Active,0,0
2216325,407315,-51,18.0,4.0,Active,0,0
1187845,109346,-44,18.0,10.0,Active,0,0
1668925,317249,-37,9.0,0.0,Completed,0,0
1490319,180741,-15,18.0,13.0,Active,0,0
1414515,396041,-47,7.0,0.0,Completed,0,0
1439813,402376,-10,12.0,10.0,Active,0,0
1821437,344176,-28,6.0,4.0,Active,0,0
1663899,208312,-7,24.0,4.0,Active,0,0
2024368,409076,-22,12.0,10.0,Active,0,0
2432900,213240,-74,10.0,1.0,Active,0,0
1344172,317249,-69,16.0,8.0,Active,0,0
2803301,291513,-80,23.0,17.0,Active,0,0
1440513,304977,-41,24.0,13.0,Active,0,0
1110623,217493,-16,6.0,4.0,Active,0,0
2366806,304977,-30,12.0,12.0,Active,0,0
2415901,279940,-63,12.0,2.0,Active,0,0
2415901,279940,-72,12.0,11.0,Active,0,0
1362500,238850,-38,18.0,13.0,Active,0,0
2181914,208312,-38,18.0,15.0,Active,0,0
1485615,238850,-24,18.0,18.0,Active,0,0
1362500,238850,-42,18.0,17.0,Active,0,0
1970129,280342,-37,24.0,12.0,Active,0,0
1016527,261500,-30,36.0,34.0,Active,0,0
1715334,126707,-29,12.0,2.0,Active,0,0
1320350,178610,-68,6.0,5.0,Active,0,0
1440513,304977,-43,24.0,15.0,Active,0,0
1626472,213240,-63,12.0,1.0,Active,0,0
1543763,293971,-8,24.0,8.0,Active,0,0
1287858,407315,-79,10.0,4.0,Active,0,0
1110623,217493,-18,6.0,6.0,Active,0,0
1001554,396041,-15,24.0,20.0,Active,0,0
2137045,106937,-17,12.0,7.0,Active,0,0
1885167,344176,-4,12.0,10.0,Active,0,0
1392011,106937,-4,12.0,9.0,Active,0,0
1441849,317249,-51,18.0,6.0,Active,0,0
1970129,280342,-27,25.0,2.0,Active,0,0
1715334,126707,-30,12.0,3.0,Active,0,0
2833013,124316,-65,12.0,5.0,Active,0,0
1350928,154747,-21,6.0,2.0,Active,0,0
1490319,180741,-11,18.0,9.0,Active,0,0
2833013,124316,-68,12.0,8.0,Active,0,0
1490319,180741,-9,18.0,7.0,Active,0,0
1923682,238850,-78,12.0,9.0,Active,0,0
2378487,266499,-24,18.0,9.0,Active,0,0
1308129,238850,-52,12.0,7.0,Active,0,0
2132600,208312,-71,18.0,9.0,Active,0,0
2132600,208312,-62,18.0,0.0,Completed,0,0
1995429,317814,-81,12.0,2.0,Active,0,0
1485615,238850,-23,18.0,17.0,Active,0,0
1033353,109346,-24,18.0,6.0,Active,0,0
1973769,126707,-21,18.0,13.0,Active,0,0
2002894,398163,-21,10.0,8.0,Active,0,0
2746536,320940,-72,9.0,9.0,Active,0,0
2532567,208312,-51,18.0,5.0,Active,0,0
1748416,208312,-44,24.0,22.0,Active,0,0
2137045,106937,-20,12.0,10.0,Active,0,0
1821437,344176,-27,6.0,3.0,Active,0,0
2180946,293971,-66,10.0,8.0,Active,0,0
1411250,320940,-26,12.0,9.0,Active,0,0
2772557,353814,-46,6.0,2.0,Active,0,0
2746536,320940,-65,9.0,2.0,Active,0,0
2721492,208312,-85,12.0,8.0,Active,0,0
2132600,208312,-65,18.0,3.0,Active,0,0
2088662,131421,-7,10.0,5.0,Active,0,0
1025450,293971,-11,24.0,23.0,Active,0,0
1715334,126707,-37,12.0,10.0,Active,0,0
1490319,180741,-19,18.0,17.0,Active,0,0
1577681,448125,-92,8.0,6.0,Active,0,0
1411250,320940,-20,12.0,3.0,Active,0,0
2216325,407315,-53,18.0,6.0,Active,0,0
1308129,238850,-45,12.0,0.0,Completed,0,0
1821437,344176,-23,6.0,0.0,Completed,0,0
1016527,261500,-26,36.0,30.0,Active,0,0
1016527,261500,-25,36.0,29.0,Active,0,0
1543763,293971,-23,24.0,23.0,Active,0,0
1569423,126707,-16,10.0,6.0,Active,0,0
1187434,293971,-51,36.0,4.0,Active,0,0
1233744,124316,-90,10.0,7.0,Active,0,0
2246374,407315,-80,8.0,3.0,Active,0,0
1995429,317814,-80,12.0,1.0,Active,0,0
2132600,208312,-70,18.0,8.0,Active,0,0
2088662,131421,-4,10.0,1.0,Active,0,0
2132600,208312,-68,18.0,6.0,Active,0,0
2216325,407315,-56,12.0,9.0,Active,0,0
1923682,238850,-71,12.0,2.0,Active,7,0
1315809,213818,-68,5.0,5.0,Active,0,0
1923682,238850,-73,12.0,4.0,Active,6,0
1057669,314364,-20,10.0,2.0,Active,0,0
2819795,180741,-44,10.0,9.0,Active,0,0
1057669,314364,-28,10.0,10.0,Active,0,0
1287858,407315,-80,10.0,5.0,Active,0,0
1543763,293971,-7,24.0,7.0,Active,0,0
1964030,213493,-17,24.0,22.0,Active,0,0
1664589,396041,-70,12.0,10.0,Active,10,0
2833013,124316,-70,12.0,10.0,Active,0,0
1336427,317249,-81,14.0,5.0,Active,0,0
1387661,154747,-56,14.0,12.0,Active,0,0
2714853,285282,-20,6.0,0.0,Completed,0,0
1441849,317249,-56,17.0,11.0,Active,0,0
1057669,314364,-19,9.0,0.0,Completed,0,0
2819795,180741,-36,10.0,1.0,Active,0,0
1336427,317249,-89,14.0,13.0,Active,0,0
1336427,317249,-87,14.0,11.0,Active,0,0
2609640,249909,-26,6.0,1.0,Active,0,0
1964030,213493,-10,24.0,15.0,Active,0,0
1281172,131286,-8,6.0,6.0,Active,0,0
2366806,304977,-26,12.0,8.0,Active,0,0
2366806,304977,-21,12.0,3.0,Active,0,0
2374601,295711,-3,12.0,10.0,Active,0,0
1626472,213240,-69,12.0,7.0,Active,0,0
2048722,131286,-17,6.0,5.0,Active,0,0
1952479,126707,-14,10.0,10.0,Active,0,0
1441849,317249,-57,17.0,13.0,Active,0,0
2251459,436323,-10,10.0,8.0,Active,0,0
2024368,409076,-19,12.0,7.0,Active,0,0
1240172,344176,-11,12.0,3.0,Active,0,0
1237338,407315,-3,12.0,7.0,Active,0,0
1953682,249909,-10,12.0,11.0,Active,0,0
1187434,293971,-50,36.0,3.0,Active,0,0
2746536,320940,-68,9.0,5.0,Active,0,0
1440513,304977,-44,24.0,17.0,Active,0,0
1915800,124316,-77,12.0,5.0,Active,0,0
2432900,213240,-80,10.0,7.0,Active,0,0
2646516,293971,-64,10.0,8.0,Active,0,0
1350928,154747,-23,6.0,4.0,Active,0,0
1025450,293971,-3,24.0,15.0,Active,0,0
1025450,293971,-1,24.0,13.0,Active,0,0
1668925,317249,-45,18.0,17.0,Active,0,0
2137045,106937,-16,12.0,6.0,Active,0,0
1748416,208312,-45,24.0,23.0,Active,0,0
1016527,261500,-22,36.0,26.0,Active,0,0
2366806,304977,-27,12.0,9.0,Active,0,0
2833013,124316,-64,12.0,4.0,Active,0,0
1344172,317249,-74,16.0,13.0,Active,6,0
1964030,213493,-11,24.0,16.0,Active,0,0
1344172,317249,-75,16.0,14.0,Active,0,0
1440513,304977,-46,24.0,19.0,Active,0,0
1441849,317249,-62,17.0,18.0,Active,0,0
2251459,436323,-6,10.0,3.0,Active,0,0
2180946,293971,-59,10.0,1.0,Active,0,0
2415901,279940,-67,12.0,6.0,Active,0,0
2299815,178610,-51,24.0,15.0,Active,0,0
1964030,213493,-13,24.0,18.0,Active,0,0
1964030,213493,-5,24.0,9.0,Active,0,0
1016527,261500,-14,36.0,18.0,Active,0,0
1016527,261500,-16,36.0,20.0,Active,0,0
1016527,261500,-15,36.0,19.0,Active,0,0
1370450,131286,-28,4.0,3.0,Active,0,0
1964030,213493,-9,24.0,14.0,Active,0,0
1748416,208312,-42,24.0,20.0,Active,0,0
1926319,339954,-23,24.0,13.0,Active,0,0
1110623,217493,-14,6.0,2.0,Active,0,0
2299815,178610,-59,24.0,24.0,Active,0,0
2609640,249909,-31,6.0,6.0,Active,0,0
1569218,131286,-42,12.0,0.0,Active,0,0
2728402,409076,-4,12.0,9.0,Active,0,0
1240172,344176,-12,12.0,4.0,Active,0,0
2541416,295711,-20,,,Signed,0,0
1043097,261500,-23,18.0,16.0,Active,0,0
2721492,208312,-80,12.0,3.0,Active,0,0
2617457,213818,-22,10.0,4.0,Active,0,0
2088662,131421,-6,10.0,4.0,Active,0,0
2415901,279940,-73,12.0,12.0,Active,0,0
1715334,126707,-39,12.0,12.0,Active,0,0
1926319,339954,-28,24.0,18.0,Active,0,0
1308129,238850,-51,12.0,6.0,Active,0,0
2299815,178610,-58,24.0,23.0,Active,0,0
1240172,344176,-10,12.0,2.0,Active,0,0
1392011,106937,-8,,,Signed,0,0
1607451,213240,-93,10.0,10.0,Signed,0,0
1460560,339954,-33,10.0,0.0,Completed,0,0
2803301,291513,-64,23.0,0.0,Active,0,0
2803301,291513,-65,23.0,1.0,Active,0,0
1490319,180741,-8,18.0,6.0,Active,0,0
1953682,249909,-7,12.0,8.0,Active,0,0
2415901,279940,-65,12.0,4.0,Active,0,0
2606064,264627,-30,60.0,52.0,Active,0,0
2002894,398163,-19,4.0,0.0,Completed,0,0
2721492,208312,-78,12.0,1.0,Active,0,0
1187845,109346,-45,18.0,11.0,Active,0,0
2132600,208312,-63,18.0,1.0,Active,0,0
1490319,180741,-12,18.0,10.0,Active,0,0
1664589,396041,-71,12.0,11.0,Active,0,0
1663899,208312,-23,24.0,20.0,Active,0,0
2029260,213493,-27,6.0,3.0,Active,0,0
1915800,124316,-75,12.0,3.0,Active,0,0
2803301,291513,-74,23.0,11.0,Active,0,0
1664589,396041,-63,12.0,3.0,Active,0,0
1001554,396041,-13,24.0,18.0,Active,0,0
1344172,317249,-62,16.0,1.0,Active,0,0
1344172,317249,-71,16.0,10.0,Active,7,0
2216325,407315,-52,18.0,5.0,Active,0,0
1923682,238850,-69,12.0,0.0,Completed,0,0
2617457,213818,-24,10.0,6.0,Active,0,0
2432900,213240,-75,10.0,2.0,Active,0,0
1285018,317249,-56,11.0,11.0,Active,0,0
1187845,109346,-52,18.0,18.0,Active,0,0
2833013,124316,-63,12.0,3.0,Active,0,0
1668925,317249,-46,18.0,18.0,Active,0,0
1441849,317249,-60,17.0,16.0,Active,0,0
1441849,317249,-58,17.0,14.0,Active,0,0
1344172,317249,-72,16.0,11.0,Active,7,0
1344172,317249,-77,16.0,16.0,Active,0,0
1923682,238850,-72,12.0,3.0,Active,7,0
1952479,126707,-13,10.0,9.0,Active,0,0
1344172,317249,-73,16.0,12.0,Active,6,0
1344172,317249,-65,16.0,4.0,Active,0,0
2819795,180741,-45,10.0,10.0,Active,0,0
2048722,131286,-13,6.0,1.0,Active,0,0
2543264,182501,-87,6.0,0.0,Active,0,0
1147472,266499,-84,6.0,5.0,Active,0,0
2299815,178610,-52,24.0,16.0,Active,0,0
1350928,154747,-19,6.0,0.0,Active,0,0
1287858,407315,-76,10.0,1.0,Active,0,0
1001554,396041,-12,24.0,17.0,Active,0,0
2366806,304977,-25,12.0,7.0,Active,0,0
1752409,320940,-49,24.0,22.0,Active,0,0
1440513,304977,-49,24.0,22.0,Active,0,0
1752409,320940,-43,24.0,16.0,Active,0,0
2366806,304977,-18,12.0,0.0,Completed,0,0
2728402,409076,-1,12.0,6.0,Active,0,0
1718301,138820,-6,12.0,10.0,Active,0,0
2773494,280342,-69,8.0,8.0,Active,0,0
1392011,106937,-7,12.0,12.0,Active,0,0
1440513,304977,-37,24.0,9.0,Active,0,0
1953682,249909,-2,12.0,3.0,Active,0,0
1752409,320940,-51,24.0,24.0,Signed,0,0
1440513,304977,-51,24.0,24.0,Active,0,0
1752409,320940,-37,24.0,10.0,Active,0,0
2374601,295711,-1,12.0,8.0,Active,0,0
2120696,131421,-1,10.0,4.0,Active,0,0
2383945,320940,-1,6.0,2.0,Active,0,0
2746536,320940,-66,9.0,3.0,Active,0,0
2773494,280342,-67,8.0,6.0,Active,0,0
2609640,249909,-27,6.0,2.0,Active,0,0
2181914,208312,-33,18.0,10.0,Active,0,0
2432900,213240,-77,10.0,4.0,Active,0,0
1626472,213240,-74,12.0,12.0,Signed,0,0
1187434,293971,-52,36.0,5.0,Active,0,0
1973769,126707,-18,18.0,10.0,Active,0,0
2181914,208312,-35,18.0,12.0,Active,0,0
2077084,398163,-64,6.0,5.0,Active,0,0
1344172,317249,-64,16.0,3.0,Active,0,0
1016527,261500,-18,36.0,22.0,Active,0,0
2251459,436323,-12,10.0,10.0,Active,0,0
2120696,131421,-6,10.0,9.0,Active,0,0
2772557,353814,-50,6.0,6.0,Active,0,0
2180946,293971,-61,10.0,3.0,Active,0,0
1068708,238850,-10,12.0,9.0,Active,0,0
2617457,213818,-27,10.0,9.0,Active,0,0
1289961,264627,-43,48.0,39.0,Active,0,0
1289961,264627,-46,48.0,42.0,Active,0,0
1187845,109346,-40,18.0,6.0,Active,0,0
2833013,124316,-66,12.0,6.0,Active,0,0
1973769,126707,-19,18.0,11.0,Active,0,0
1752409,320940,-39,24.0,12.0,Active,0,0
1315809,213818,-64,5.0,1.0,Active,0,0
2378487,266499,-28,18.0,13.0,Active,0,0
2646516,293971,-59,10.0,3.0,Active,0,0
