SK_ID_BUREAU,MONTHS_BALANCE,STATUS
6298640,-37,C
6298640,-38,C
6298640,-39,C
6298640,-40,C
6298640,-41,C
6298640,-42,0
6298641,0,X
6298641,-1,0
6298641,-2,0
6298641,-3,0
6298641,-4,0
6298641,-5,0
6298641,-6,0
6298641,-7,0
6298642,0,C
6298642,-1,C
6298642,-2,C
6298642,-3,0
6298642,-4,0
6298642,-5,0
6298642,-6,0
6298642,-7,0
6298642,-8,0
6298642,-9,0
6298642,-10,0
6298642,-11,0
6298642,-12,0
6298643,0,C
6298643,-1,C
6298643,-2,C
6298643,-3,C
6298643,-4,C
6298643,-5,C
6298643,-6,C
6298643,-7,C
6298643,-8,C
6298643,-9,C
6298643,-10,C
6298643,-11,C
6298643,-12,0
6298643,-13,0
6298643,-14,0
6298644,0,C
6298644,-1,C
6298644,-2,C
6298644,-3,C
6298644,-4,C
6298644,-5,C
6298644,-6,C
6298644,-7,C
6298644,-8,C
6298644,-9,C
6298644,-10,C
6298644,-11,C
6298644,-12,C
6298644,-13,C
6298644,-14,C
6298644,-15,C
6298644,-16,C
6298644,-17,0
6298644,-18,0
6298644,-19,0
6776311,0,0
6776311,-1,0
6776311,-2,0
6776311,-3,0
6776311,-4,0
6776311,-5,0
6776311,-6,0
6776311,-7,X
6776311,-8,0
6776311,-9,X
6776311,-10,0
6776311,-11,X
6776311,-12,0
5946482,0,X
5946482,-1,X
5946482,-2,X
5946482,-3,X
5946482,-4,X
5946482,-5,X
5946482,-6,X
5946482,-7,X
5946482,-8,X
5946482,-9,X
5946482,-10,X
5946482,-11,X
5946482,-12,X
5946482,-13,X
5946482,-14,X
5946482,-15,X
5946482,-16,X
5946482,-17,X
5946482,-18,X
5946482,-19,X
5946482,-20,X
5946482,-21,X
5946482,-22,X
5946482,-23,X
5946482,-24,X
5946482,-25,X
5946482,-26,X
5946482,-27,X
5946482,-28,X
5946482,-29,X
5946482,-30,X
5946482,-31,X
5946482,-32,X
5946482,-33,X
5946482,-34,X
5946482,-35,X
5946482,-36,X
5946482,-37,X
5946482,-38,X
5946482,-39,X
5946482,-40,X
5946482,-41,X
5946482,-42,X
5946482,-43,X
5946482,-44,X
5946482,-45,X
5946482,-46,X
5946482,-47,X
5946482,-48,X
5946482,-49,X
5946482,-50,X
5946482,-51,X
5946482,-52,X
5946482,-53,X
5946482,-54,X
5946482,-55,X
5946482,-56,X
5946482,-57,X
5946482,-58,X
5946482,-59,X
5946482,-60,X
5946482,-61,X
5946482,-62,X
5946482,-63,X
5946482,-64,X
5946482,-65,X
5946483,0,X
5946483,-1,X
5946483,-2,X
5946483,-3,X
5946483,-4,X
5946483,-5,X
5946483,-6,X
5946483,-7,X
5946483,-8,X
5946483,-9,X
5946483,-10,X
5946483,-11,X
5946483,-12,X
5946483,-13,X
5946483,-14,X
5946483,-15,X
5946483,-16,X
5946483,-17,X
5946483,-18,X
5946483,-19,X
5946483,-20,X
5946483,-21,X
5946483,-22,X
5946483,-23,X
5946483,-24,X
5946483,-25,X
5946483,-26,X
5946483,-27,X
5946483,-28,X
5946483,-29,X
5946483,-30,X
5946483,-31,X
5946483,-32,X
5946483,-33,X
5946483,-34,X
5946483,-35,X
5946483,-36,X
5946483,-37,X
5946483,-38,X
5946483,-39,X
5946483,-40,X
5946483,-41,X
5946483,-42,X
5946483,-43,X
5946483,-44,X
5946483,-45,X
5946483,-46,X
5946483,-47,X
5946483,-48,X
5946483,-49,X
5946483,-50,X
5946483,-51,X
5946483,-52,X
5946483,-53,X
5946483,-54,X
5946483,-55,X
5946483,-56,X
5946484,0,X
5946484,-1,X
5946484,-2,X
5946484,-3,X
5946484,-4,X
5946484,-5,X
5946484,-6,X
5946484,-7,X
5946484,-8,X
5946484,-9,X
5946484,-10,X
5946484,-11,X
5946484,-12,X
5946484,-13,X
5946484,-14,X
5946484,-15,X
5946484,-16,X
5946484,-17,X
5946484,-18,X
5946484,-19,X
5946484,-20,X
5946484,-21,X
5946484,-22,X
5946484,-23,X
5946484,-24,X
5946484,-25,X
5946484,-26,X
5946484,-27,X
5946484,-28,X
5946484,-29,X
5946484,-30,X
5946484,-31,X
5946484,-32,X
5946484,-33,X
5946484,-34,X
5946484,-35,X
5946484,-36,X
5946484,-37,X
5946484,-38,X
5946484,-39,X
5946484,-40,X
5946484,-41,X
5946484,-42,X
5946484,-43,X
5946484,-44,X
5946484,-45,X
5946484,-46,X
5946484,-47,X
5946484,-48,X
5946484,-49,X
5946484,-50,X
5946484,-51,X
5946484,-52,X
5946484,-53,X
5946484,-54,X
5946484,-55,X
5946484,-56,X
5946484,-57,X
5946484,-58,X
5946484,-59,X
5946484,-60,X
5946484,-61,X
5946484,-62,X
5946484,-63,X
5946484,-64,X
5946484,-65,X
5946484,-66,X
5946484,-67,X
5946484,-68,X
5946485,0,C
5946485,-1,C
5946485,-2,C
5946485,-3,C
5946485,-4,C
5946485,-5,C
5946485,-6,C
5946485,-7,C
5946485,-8,C
5946485,-9,C
5946485,-10,C
5946485,-11,C
5946485,-12,C
5946485,-13,C
5946485,-14,C
5946485,-15,C
5946485,-16,C
5946485,-17,C
5946485,-18,C
5946485,-19,C
5946485,-20,C
5946485,-21,C
5946485,-22,C
5946485,-23,C
5946485,-24,C
5946485,-25,C
5946485,-26,C
5946485,-27,C
5946485,-28,C
5946485,-29,C
5946485,-30,C
5946485,-31,C
5946485,-32,C
5946485,-33,C
5946485,-34,C
5946485,-35,C
5946485,-36,C
5946485,-37,C
5946485,-38,C
5946485,-39,C
5946485,-40,C
5946485,-41,C
5946485,-42,C
5946485,-43,C
5946485,-44,C
5946485,-45,C
5946485,-46,C
5946485,-47,C
5946485,-48,C
5946485,-49,C
5946485,-50,C
5946485,-51,C
5946485,-52,C
5946485,-53,C
5946485,-54,C
5946485,-55,C
5946485,-56,C
5946485,-57,C
5946485,-58,C
5946485,-59,C
5946485,-60,C
5946485,-61,C
5946485,-62,C
5946485,-63,C
5946485,-64,C
5946485,-65,C
5946485,-66,C
5946485,-67,C
5946485,-68,C
5946485,-69,C
5946485,-70,C
5946485,-71,0
5946485,-72,0
5946485,-73,0
5946485,-74,0
5946485,-75,X
5946485,-76,X
5946486,0,C
5946486,-1,C
5946486,-2,C
5946486,-3,C
5946486,-4,C
5946486,-5,C
5946486,-6,C
5946486,-7,C
5946486,-8,C
5946486,-9,C
5946486,-10,C
5946486,-11,C
5946486,-12,C
5946486,-13,C
5946486,-14,C
5946486,-15,C
5946486,-16,C
5946486,-17,C
5946486,-18,C
5946486,-19,C
5946486,-20,C
5946486,-21,C
5946486,-22,C
5946486,-23,C
5946486,-24,C
5946486,-25,C
5946486,-26,C
5946486,-27,C
5946486,-28,C
5946486,-29,C
5946486,-30,C
5946486,-31,C
5946486,-32,C
5946486,-33,C
5946486,-34,C
5946486,-35,C
5946486,-36,C
5946486,-37,C
5946486,-38,C
5946486,-39,C
5946486,-40,C
5946486,-41,0
5946486,-42,0
5946486,-43,0
5946486,-44,0
5946486,-45,0
5946486,-46,0
5946487,0,C
5946487,-1,C
5946487,-2,C
5946487,-3,C
5946487,-4,C
5946487,-5,C
5946487,-6,C
5946487,-7,C
5946487,-8,C
5946487,-9,C
5946487,-10,C
5946487,-11,C
5946487,-12,C
5946487,-13,C
5946487,-14,C
5946487,-15,C
5946487,-16,C
5946487,-17,C
5946487,-18,C
5946487,-19,C
5946487,-20,C
5946487,-21,C
5946487,-22,C
5946487,-23,C
5946487,-24,C
5946487,-25,C
5946487,-26,C
5946487,-27,C
5946487,-28,C
5946487,-29,C
5946487,-30,C
5946487,-31,C
5946487,-32,C
5946487,-33,C
5946487,-34,0
5946487,-35,0
5946487,-36,0
5946487,-37,X
5946489,0,C
5946489,-1,C
5946489,-2,C
5946489,-3,C
5946489,-4,C
5946489,-5,C
5946489,-6,C
5946489,-7,C
5946489,-8,C
5946489,-9,C
5946489,-10,C
5946489,-11,C
5946489,-12,C
5946489,-13,C
5946489,-14,C
5946489,-15,C
5946489,-16,C
5946489,-17,C
5946489,-18,C
5946489,-19,C
5946489,-20,C
5946489,-21,C
5946489,-22,C
5946489,-23,C
5946489,-24,C
5946489,-25,C
5946489,-26,C
5946489,-27,C
5946489,-28,C
5946489,-29,C
5946489,-30,C
5946489,-31,C
5946489,-32,C
5946489,-33,C
5946489,-34,C
5946489,-35,C
5946489,-36,C
5946489,-37,C
5946489,-38,C
5946489,-39,C
5946489,-40,C
5946489,-41,C
5946489,-42,C
5946489,-43,C
5946489,-44,C
5946489,-45,C
5946489,-46,C
5946489,-47,C
5946489,-48,C
5946489,-49,C
5946489,-50,C
5946489,-51,0
5946489,-52,0
5946489,-53,0
5946489,-54,0
5946489,-55,0
5946489,-56,X
5946490,0,0
5946490,-1,0
5946490,-2,0
5946490,-3,0
5946490,-4,0
5946490,-5,0
5946490,-6,0
5946490,-7,0
5946490,-8,0
5946490,-9,0
5946491,0,C
5946491,-1,C
5946491,-2,C
5946491,-3,C
5946491,-4,C
5946491,-5,C
5946491,-6,C
5946491,-7,C
5946491,-8,C
5946491,-9,C
5946491,-10,C
5946491,-11,C
5946491,-12,C
5946491,-13,C
5946491,-14,C
5946491,-15,C
5946491,-16,C
5946491,-17,C
5946491,-18,C
5946491,-19,C
5946491,-20,C
5946491,-21,0
5946491,-22,0
5946491,-23,0
5946491,-24,0
5946491,-25,X
5946492,0,C
5946492,-1,C
5946492,-2,C
5946492,-3,C
5946492,-4,C
5946492,-5,C
5946492,-6,C
5946492,-7,C
5946492,-8,C
5946492,-9,C
5946492,-10,C
5946492,-11,C
5946492,-12,C
5946492,-13,C
5946492,-14,C
5946492,-15,C
5946492,-16,C
5946492,-17,C
5946492,-18,C
5946492,-19,C
5946492,-20,C
5946492,-21,C
5946492,-22,C
5946492,-23,C
5946492,-24,C
5946492,-25,C
5946492,-26,C
5946492,-27,C
5946492,-28,C
5946492,-29,C
5946492,-30,C
5946492,-31,C
5946492,-32,C
5946492,-33,C
5946492,-34,C
5946492,-35,C
5946492,-36,C
5946492,-37,C
5946492,-38,C
5946492,-39,C
5946492,-40,C
5946492,-41,0
5946492,-42,0
5946492,-43,0
5946492,-44,0
5946492,-45,0
5946492,-46,0
5946493,0,X
5946493,-1,X
5946493,-2,X
5946493,-3,0
5946493,-4,0
5946493,-5,0
5946493,-6,0
5946493,-7,0
5946493,-8,0
5946493,-9,0
5946493,-10,0
5946493,-11,0
5946493,-12,0
5946493,-13,0
5946493,-14,0
5946493,-15,0
5946493,-16,0
5946493,-17,0
5946493,-18,0
5946493,-19,0
5946493,-20,0
5946493,-21,0
5946493,-22,0
5946493,-23,0
5946493,-24,0
5946493,-25,0
5946493,-26,0
5946493,-27,0
5946493,-28,0
5946493,-29,0
5946493,-30,0
5946493,-31,0
5946493,-32,0
5946493,-33,0
5946493,-34,0
5946493,-35,0
5946493,-36,0
5946493,-37,0
5946493,-38,0
5946493,-39,0
5946493,-40,0
5946493,-41,0
5946493,-42,0
5946493,-43,0
5946493,-44,0
5946493,-45,0
5946493,-46,0
5946493,-47,0
5946493,-48,0
5946493,-49,0
5946493,-50,0
5946493,-51,0
5946493,-52,0
5946493,-53,0
5946493,-54,0
5946493,-55,0
5946493,-56,0
5946493,-57,0
5946493,-58,0
5946493,-59,0
5946493,-60,0
5946493,-61,0
5946493,-62,0
5946493,-63,0
5946493,-64,0
5946493,-65,1
5946493,-66,0
5946493,-67,0
5946493,-68,0
5946493,-69,0
5946493,-70,0
5946493,-71,0
6098086,0,C
6098086,-1,C
6098086,-2,C
6098086,-3,C
6098086,-4,C
6098086,-5,C
6098086,-6,C
6098086,-7,C
6098086,-8,C
6098086,-9,C
6098086,-10,C
6098086,-11,C
6098086,-12,C
6098086,-13,C
6098086,-14,C
6098086,-15,C
6098086,-16,C
6098086,-17,C
6098086,-18,C
6098086,-19,C
6098086,-20,C
6098086,-21,C
6098086,-22,C
6098086,-23,C
6098086,-24,C
6098086,-25,C
6098086,-26,C
6098086,-27,C
6098086,-28,C
6098086,-29,C
6098086,-30,C
6098086,-31,C
6098086,-32,C
6098086,-33,C
6098086,-34,C
6098086,-35,C
6098086,-36,C
6098086,-37,C
6098086,-38,0
6098086,-39,0
6098086,-40,0
6098086,-41,0
6098086,-42,0
6098086,-43,0
6098086,-44,0
6098086,-45,0
6098086,-46,0
6098086,-47,0
6098087,0,C
6098087,-1,C
6098087,-2,C
6098087,-3,C
6098087,-4,C
6098087,-5,C
6098087,-6,C
6098087,-7,C
6098087,-8,C
6098087,-9,C
6098087,-10,C
6098087,-11,C
6098087,-12,C
6098087,-13,C
6098087,-14,C
6098087,-15,C
6098087,-16,C
6098087,-17,C
6098087,-18,C
6098087,-19,C
6098087,-20,C
6098087,-21,C
6098087,-22,C
6098087,-23,C
6098087,-24,C
6098087,-25,C
6098087,-26,C
6098087,-27,C
6098087,-28,C
6098087,-29,C
6098087,-30,C
6098087,-31,C
6098087,-32,C
6098087,-33,C
6098087,-34,C
6098087,-35,C
6098087,-36,C
6098087,-37,C
6098087,-38,C
6098087,-39,C
6098087,-40,C
6098087,-41,C
6098087,-42,C
6098087,-43,C
6098087,-44,C
6098087,-45,C
6098087,-46,C
6098087,-47,C
6098087,-48,C
6098087,-49,C
6098087,-50,C
6098087,-51,C
6098087,-52,C
6098087,-53,C
6098087,-54,C
6098087,-55,C
6098087,-56,C
6098087,-57,C
6098087,-58,C
6098087,-59,C
6098087,-60,C
6098087,-61,C
6098087,-62,C
6098087,-63,C
6098087,-64,C
6098087,-65,C
6098087,-66,C
6098087,-67,C
6098087,-68,C
6098087,-69,C
6098087,-70,C
6098087,-71,C
6098087,-72,C
6098087,-73,C
6098087,-74,C
6098087,-75,C
6098087,-76,C
6098087,-77,C
6098087,-78,C
6098087,-79,0
6098087,-80,0
6098087,-81,0
6098087,-82,0
6098087,-83,0
6098087,-84,0
6098087,-85,0
6098087,-86,0
6098087,-87,X
6098087,-88,X
6452932,0,C
6452932,-1,C
6452932,-2,C
6452932,-3,C
6452932,-4,C
6452932,-5,C
6452932,-6,C
6452932,-7,C
6452932,-8,C
6452932,-9,C
6452932,-10,C
6452932,-11,C
6452932,-12,C
6452932,-13,C
6452932,-14,C
6452932,-15,C
6452932,-16,C
6452932,-17,C
6452932,-18,C
6452932,-19,C
6452932,-20,C
6452932,-21,C
6452932,-22,C
6452932,-23,C
6452932,-24,C
6452932,-25,C
6452932,-26,C
6452932,-27,C
6452932,-28,C
6452932,-29,C
6452932,-30,C
6452932,-31,C
6452932,-32,C
6452932,-33,C
6452932,-34,C
6452932,-35,C
6452932,-36,C
6452932,-37,C
6452932,-38,C
6452932,-39,C
6452932,-40,C
6452932,-41,C
6452932,-42,C
6452932,-43,C
6452932,-44,C
6452932,-45,C
6452932,-46,C
6452932,-47,C
6452932,-48,C
6452932,-49,C
6452932,-50,C
6452932,-51,C
6452932,-52,C
6452932,-53,C
6452932,-54,C
6452932,-55,0
6452932,-56,0
6452932,-57,0
6452932,-58,0
6452932,-59,0
6452932,-60,0
6452932,-61,0
6452932,-62,0
6452932,-63,0
6452932,-64,0
6452932,-65,0
6452932,-66,0
6452932,-67,0
6452932,-68,0
6452932,-69,0
6452932,-70,0
6452932,-71,0
6452932,-72,0
6452932,-73,0
6452932,-74,0
6452932,-75,0
6452932,-76,0
6452932,-77,0
6452932,-78,0
6452932,-79,0
6452932,-80,0
6452932,-81,0
6452932,-82,0
6452932,-83,0
6452932,-84,0
6452932,-85,0
6452932,-86,0
6452932,-87,0
6452932,-88,0
6452932,-89,0
6452932,-90,0
6452933,0,C
6452933,-1,C
6452933,-2,C
6452933,-3,C
6452933,-4,C
6452933,-5,C
6452933,-6,C
6452933,-7,C
6452933,-8,C
6452933,-9,C
6452933,-10,C
6452933,-11,C
6452933,-12,C
6452933,-13,C
6452933,-14,C
6452933,-15,C
6452933,-16,C
6452933,-17,C
6452933,-18,C
6452933,-19,C
6452933,-20,X
6452933,-21,0
6452933,-22,0
6452933,-23,X
6452933,-24,0
6452933,-25,0
6452933,-26,X
6452933,-27,X
6452933,-28,X
6452934,0,C
6452934,-1,C
6452934,-2,C
6452934,-3,C
6452934,-4,C
6452934,-5,C
6452934,-6,C
6452934,-7,C
6452934,-8,C
6452934,-9,C
6452934,-10,C
6452934,-11,C
6452934,-12,C
6452934,-13,C
6452934,-14,C
6452934,-15,C
6452934,-16,C
6452934,-17,C
6452934,-18,C
6452934,-19,C
6452934,-20,C
6452934,-21,C
6452934,-22,C
6452934,-23,C
6452934,-24,C
6452934,-25,C
6452934,-26,C
6452934,-27,C
6452934,-28,C
6452934,-29,C
6452934,-30,C
6452934,-31,0
6452934,-32,X
6452934,-33,X
6452934,-34,X
6452934,-35,X
6452934,-36,X
6452934,-37,X
6452934,-38,X
6452934,-39,X
6452935,0,C
6452935,-1,C
6452935,-2,C
6452935,-3,C
6452935,-4,C
6452935,-5,C
6452935,-6,C
6452935,-7,C
6452935,-8,C
6452935,-9,C
6452935,-10,C
6452935,-11,C
6452935,-12,C
6452935,-13,C
6452935,-14,C
6452935,-15,C
6452935,-16,C
6452935,-17,C
6452935,-18,C
6452935,-19,C
6452935,-20,C
6452935,-21,C
6452935,-22,C
6452935,-23,C
6452935,-24,C
6452935,-25,C
6452935,-26,C
6452935,-27,C
6452935,-28,C
6452935,-29,C
6452935,-30,C
6452935,-31,C
6452935,-32,C
6452935,-33,0
6452935,-34,0
6452935,-35,0
6452935,-36,0
6452935,-37,0
6452935,-38,0
6452935,-39,0
6452935,-40,0
6452935,-41,0
6452935,-42,0
6452935,-43,0
6452935,-44,0
6452935,-45,0
6452935,-46,0
6452935,-47,0
6452935,-48,0
6452935,-49,0
6452935,-50,0
6452935,-51,0
6452935,-52,0
6452935,-53,0
6452935,-54,0
6452935,-55,0
6452935,-56,0
6452936,0,C
6452936,-1,C
6452936,-2,C
6452936,-3,C
6452936,-4,C
6452936,-5,C
6452936,-6,C
6452936,-7,C
6452936,-8,C
6452936,-9,C
6452936,-10,C
6452936,-11,C
6452936,-12,C
6452936,-13,C
6452936,-14,C
6452936,-15,C
6452936,-16,C
6452936,-17,C
6452936,-18,C
6452936,-19,C
6452936,-20,C
6452936,-21,C
6452936,-22,C
6452936,-23,C
6452936,-24,C
6452936,-25,C
6452936,-26,C
6452936,-27,C
6452936,-28,C
6452936,-29,X
6452936,-30,X
6452936,-31,0
6452936,-32,1
6452936,-33,0
6452936,-34,0
6452936,-35,0
6452936,-36,0
6452936,-37,0
6452936,-38,0
6452936,-39,0
6452936,-40,0
6452936,-41,0
6452936,-42,0
6452936,-43,0
6452936,-44,0
6452936,-45,0
6452936,-46,0
6452936,-47,X
6452937,0,C
6452937,-1,C
6452937,-2,C
6452937,-3,C
6452937,-4,C
6452937,-5,C
6452937,-6,C
6452937,-7,C
6452937,-8,C
6452937,-9,C
6452937,-10,C
6452937,-11,C
6452937,-12,C
6452937,-13,C
6452937,-14,C
6452937,-15,C
6452937,-16,C
6452937,-17,C
6452937,-18,C
6452937,-19,C
6452937,-20,C
6452937,-21,X
6452937,-22,X
6452937,-23,X
6452937,-24,X
6452937,-25,X
6452937,-26,X
6452937,-27,X
6452937,-28,X
6452937,-29,X
6452937,-30,X
6452937,-31,X
6452937,-32,X
6452937,-33,X
6452937,-34,X
6452937,-35,X
6452937,-36,X
6452937,-37,X
6452937,-38,X
6452937,-39,X
6452937,-40,0
6452937,-41,X
6452937,-42,0
6452937,-43,0
6452937,-44,0
6452937,-45,X
6452937,-46,0
6452938,0,0
6452938,-1,0
6452938,-2,X
6452938,-3,0
6452938,-4,0
6452938,-5,X
6452938,-6,0
6452938,-7,0
6452938,-8,X
6452938,-9,0
6452938,-10,X
6452938,-11,0
6452938,-12,0
6452938,-13,0
6452938,-14,X
6452938,-15,0
6452938,-16,0
6452938,-17,X
6452938,-18,0
6452938,-19,0
6452939,0,C
6452939,-1,C
6452939,-2,C
6452939,-3,C
6452939,-4,C
6452939,-5,C
6452939,-6,C
6452939,-7,C
6452939,-8,C
6452939,-9,C
6452939,-10,C
6452939,-11,C
6452939,-12,C
6452939,-13,C
6452939,-14,C
6452939,-15,C
6452939,-16,C
6452939,-17,C
6452939,-18,C
6452939,-19,C
6452939,-20,C
6452939,-21,C
6452939,-22,C
6452939,-23,C
6452939,-24,C
6452939,-25,C
6452939,-26,C
6452939,-27,C
6452939,-28,C
6452939,-29,C
6452939,-30,C
6452939,-31,C
6452939,-32,C
6452939,-33,C
6452939,-34,C
6452939,-35,C
6452939,-36,C
6452939,-37,C
6452939,-38,C
6452939,-39,C
6452939,-40,C
6452939,-41,C
6452939,-42,C
6452939,-43,C
6452939,-44,C
6452939,-45,C
6452939,-46,C
6452939,-47,C
6452939,-48,X
6452939,-49,X
6452939,-50,X
6452939,-51,X
6452939,-52,X
6452939,-53,X
6452939,-54,X
6452939,-55,X
6452939,-56,X
6452939,-57,X
6452939,-58,X
6452940,0,0
6452940,-1,0
6452940,-2,0
6452940,-3,0
6452940,-4,0
6452940,-5,0
6452940,-6,0
6452941,0,0
6452941,-1,0
6452941,-2,0
6452941,-3,0
6452941,-4,0
6452941,-5,0
6452941,-6,0
6452941,-7,0
6452941,-8,0
6452941,-9,0
6452941,-10,0
6452941,-11,0
6452941,-12,0
6452941,-13,0
6452941,-14,0
6452941,-15,0
6452941,-16,0
6452941,-17,0
6452941,-18,0
6096392,0,C
6096392,-1,C
6096392,-2,C
6096392,-3,C
6096392,-4,0
6096392,-5,0
6096392,-6,0
6096392,-7,0
6096392,-8,0
6096392,-9,0
6096392,-10,0
6096392,-11,0
6096392,-12,0
6096393,0,C
6096393,-1,C
6096393,-2,C
6096393,-3,C
6096393,-4,C
6096393,-5,C
6096393,-6,C
6096393,-7,C
6096393,-8,C
6096393,-9,C
6096393,-10,C
6096393,-11,C
6096393,-12,C
6096393,-13,C
6096393,-14,C
6096393,-15,C
6096393,-16,C
6096393,-17,C
6096393,-18,C
6096393,-19,C
6096393,-20,C
6096393,-21,C
6096393,-22,C
6096393,-23,C
6096393,-24,C
6096393,-25,C
6096393,-26,C
6096393,-27,C
6096393,-28,C
6096393,-29,C
6096393,-30,C
6096393,-31,C
6096393,-32,C
6096393,-33,C
6096393,-34,C
6096393,-35,C
6096393,-36,C
6096393,-37,C
6096393,-38,C
6096393,-39,C
6096393,-40,C
6096393,-41,C
6096393,-42,C
6096393,-43,C
6096393,-44,C
6096393,-45,C
6096393,-46,C
6096393,-47,C
6096393,-48,C
6096393,-49,C
6096393,-50,X
6096393,-51,X
6096393,-52,X
6096393,-53,0
6096393,-54,0
6096393,-55,0
6096394,0,0
6096394,-1,0
6096394,-2,0
6096394,-3,0
6096394,-4,0
6096394,-5,0
6096394,-6,0
6096394,-7,1
6096394,-8,0
6096394,-9,0
6096394,-10,0
6096394,-11,0
6096394,-12,0
6096395,0,C
6096395,-1,C
6096395,-2,C
6096395,-3,C
6096395,-4,C
6096395,-5,C
6096395,-6,C
6096395,-7,C
6096395,-8,C
6096395,-9,C
6096395,-10,C
6096395,-11,C
6096395,-12,C
6096395,-13,C
6096395,-14,C
6096395,-15,C
6096395,-16,C
6096395,-17,C
6096395,-18,C
6096395,-19,C
6096395,-20,C
6096395,-21,C
6096395,-22,C
6096395,-23,C
6096395,-24,C
6096395,-25,C
6096395,-26,C
6096395,-27,C
6096395,-28,C
6096395,-29,C
6096395,-30,C
6096395,-31,C
6096395,-32,C
6096395,-33,C
6096395,-34,C
6096395,-35,0
6096395,-36,0
6096395,-37,0
6096395,-38,0
6096395,-39,0
6096395,-40,0
6096395,-41,0
6096395,-42,0
6096395,-43,0
6096395,-44,0
6096396,0,0
6096396,-1,1
6096396,-2,1
6096396,-3,0
6096396,-4,0
6096396,-5,0
6096396,-6,0
6096396,-7,0
6096396,-8,0
6096396,-9,1
6096396,-10,1
6096396,-11,1
6096396,-12,0
6096396,-13,1
6096396,-14,1
6096396,-15,1
6096396,-16,1
6096396,-17,0
6096396,-18,0
6096396,-19,0
6096396,-20,0
6096396,-21,0
6096396,-22,0
6096396,-23,0
6096396,-24,0
6096396,-25,0
6096397,0,C
6096397,-1,C
6096397,-2,C
6096397,-3,C
6096397,-4,C
6096397,-5,C
6096397,-6,C
6096397,-7,C
6096397,-8,C
6096397,-9,C
6096397,-10,C
6096397,-11,C
6096397,-12,C
6096397,-13,C
6096397,-14,C
6096397,-15,C
6096397,-16,C
6096397,-17,C
6096397,-18,C
6096397,-19,C
6096397,-20,0
6096397,-21,0
6096397,-22,0
6096397,-23,0
6096397,-24,0
6096397,-25,0
6096397,-26,0
6096397,-27,0
6096397,-28,0
6096397,-29,0
6096397,-30,0
6096397,-31,0
6096397,-32,0
6096397,-33,0
6096397,-34,0
6096397,-35,0
6096397,-36,0
6096397,-37,0
6096397,-38,0
6096397,-39,0
6096397,-40,0
6096397,-41,0
6096397,-42,0
6096397,-43,0
6096397,-44,0
6096397,-45,0
6096397,-46,0
6096397,-47,0
6096397,-48,0
6096397,-49,0
6096398,0,C
6096398,-1,C
6096398,-2,C
6096398,-3,C
6096398,-4,C
6096398,-5,C
6096398,-6,C
6096398,-7,C
6096398,-8,C
6096398,-9,C
6096398,-10,C
6096398,-11,C
6096398,-12,C
6096398,-13,C
6096398,-14,C
6096398,-15,C
6096398,-16,C
6096398,-17,C
6096398,-18,C
6096398,-19,C
6096398,-20,C
6096398,-21,C
6096398,-22,C
6096398,-23,C
6096398,-24,C
6096398,-25,C
6096398,-26,C
6096398,-27,C
6096398,-28,C
6096398,-29,C
6096398,-30,C
6096398,-31,C
6096398,-32,C
6096398,-33,C
6096398,-34,C
6096398,-35,C
6096398,-36,C
6096398,-37,C
6096398,-38,C
6096398,-39,C
6096398,-40,C
6096398,-41,C
6096398,-42,C
6096398,-43,C
6096398,-44,C
6096398,-45,C
6096398,-46,C
6096398,-47,C
6096398,-48,C
6096398,-49,C
6096398,-50,C
6096398,-51,C
6096398,-52,0
6096398,-53,0
6096398,-54,0
6096398,-55,0
6096398,-56,1
6096398,-57,0
6096398,-58,0
6096398,-59,0
6096398,-60,0
6096398,-61,0
6096398,-62,0
6096398,-63,0
6096398,-64,0
6096398,-65,0
6096398,-66,0
6096398,-67,0
6400382,0,C
6400382,-1,C
6400382,-2,C
6400382,-3,C
6400382,-4,C
6400382,-5,C
6400382,-6,C
6400382,-7,C
6400382,-8,C
6400382,-9,C
6400382,-10,C
6400382,-11,C
6400382,-12,C
6400382,-13,C
6400382,-14,C
6400382,-15,C
6400382,-16,C
6400382,-17,C
6400382,-18,C
6400382,-19,C
6400382,-20,C
6400382,-21,C
6400382,-22,C
6400382,-23,C
6400382,-24,C
6400382,-25,C
6400382,-26,C
6400382,-27,C
6400382,-28,C
6400382,-29,C
6400382,-30,C
6400382,-31,C
6400382,-32,C
6400382,-33,C
6400382,-34,C
6400382,-35,C
6400382,-36,C
6400382,-37,C
6400382,-38,C
6400382,-39,C
6400382,-40,C
6400382,-41,C
6400382,-42,C
6400382,-43,C
6400382,-44,C
6400382,-45,C
6400382,-46,C
6400382,-47,C
6400382,-48,C
6400382,-49,C
6400382,-50,C
6400382,-51,C
6400382,-52,C
6400382,-53,0
6400382,-54,0
6400382,-55,0
6400382,-56,0
6400382,-57,0
6400382,-58,0
6400382,-59,0
6400382,-60,0
6066068,-1,X
6066068,-2,X
6066068,-3,X
6066068,-4,X
6066068,-5,X
6066068,-6,X
6066068,-7,X
6066068,-8,X
6066068,-9,X
6066068,-10,X
6066068,-11,X
6066068,-12,X
6066068,-13,X
6066068,-14,X
6066068,-15,X
6066068,-16,X
6066068,-17,X
6066068,-18,X
6066068,-19,X
6066068,-20,X
6066068,-21,X
6066068,-22,X
6066068,-23,X
6066068,-24,X
6066068,-25,X
6066068,-26,X
6066068,-27,X
6066068,-28,X
6066068,-29,X
