SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
2532567,208312,1.0,2,-1598.0,-1604.0,32467.5,32467.5
2617457,213818,1.0,6,-665.0,-687.0,10561.14,10561.14
2486766,271368,0.0,122,-52.0,-52.0,269.64,269.64
2181914,208312,1.0,14,-825.0,-831.0,26862.93,26862.93
2029260,213493,1.0,4,-780.0,-789.0,10056.06,10056.06
1485615,238850,1.0,5,-583.0,-593.0,14791.005,14791.005
2816721,208312,1.0,7,-107.0,-115.0,47859.075,47859.075
1362500,238850,1.0,10,-1006.0,-1012.0,16267.905,16267.905
2181914,208312,1.0,2,-1185.0,-1186.0,26862.93,26862.93
1016527,261500,1.0,29,-95.0,-103.0,12532.59,12532.59
2721492,208312,1.0,7,-2496.0,-2494.0,6440.445,5727.96
2374601,295711,1.0,5,-18.0,-50.0,14622.345,14622.345
1362500,238850,1.0,3,-1216.0,-1225.0,16267.905,16267.905
1923682,238850,1.0,6,-2282.0,-2281.0,9842.4,9810.0
2258089,280342,0.0,63,-1947.0,-1947.0,2250.0,2250.0
1799505,283065,1.0,5,-655.0,-663.0,8770.77,8770.77
1626472,213240,1.0,6,-2044.0,-2029.0,3415.365,1.755
2486766,271368,0.0,25,-2456.0,-2456.0,3375.0,3375.0
2306354,264627,0.0,87,-572.0,-572.0,106.695,106.695
1748416,208312,1.0,7,-1198.0,-1200.0,52143.39,52143.39
1964030,213493,1.0,16,-97.0,-102.0,7480.665,7480.665
1329235,279940,1.0,1,-341.0,-353.0,25540.245,25540.245
1663899,208312,3.0,13,-431.0,-435.0,62771.4,62771.4
2306354,264627,0.0,3,-2703.0,-2705.0,5625.0,5625.0
2258089,280342,0.0,76,-1718.0,-1718.0,241.38,241.38
2258089,280342,0.0,115,-531.0,-531.0,241.38,241.38
2258089,280342,0.0,19,-2619.0,-2619.0,2250.0,2250.0
1308129,238850,1.0,11,-1411.0,-1415.0,13938.84,13938.84
1663899,208312,3.0,14,-401.0,-408.0,62771.4,59361.48
2486766,271368,0.0,47,-2030.0,-2034.0,3375.0,3375.0
2258089,280342,0.0,14,-2662.0,-2677.0,6750.0,6750.0
1953682,249909,1.0,5,-184.0,-191.0,13767.12,13767.12
1964030,213493,1.0,6,-397.0,-407.0,7480.665,7480.665
2306354,264627,0.0,59,-1425.0,-1425.0,106.695,106.695
2486766,271368,0.0,20,-2517.0,-2533.0,3375.0,3375.0
1964030,213493,1.0,1,-547.0,-558.0,7480.665,7480.665
1607451,213240,1.0,3,-2709.0,-2726.0,3563.64,2804.265
2306354,264627,0.0,17,-2490.0,-2500.0,5625.0,5625.0
1362500,238850,1.0,14,-886.0,-890.0,16267.905,16267.905
1315809,213818,2.0,5,-1908.0,-1928.0,15536.97,15536.97
1607451,213240,1.0,9,-2529.0,-2544.0,3563.64,2804.265
2617457,213818,1.0,8,-605.0,-605.0,10561.14,10561.14
2803301,291513,1.0,22,-1976.0,-1979.0,5597.01,5597.01
2306354,264627,0.0,88,-541.0,-541.0,106.695,106.695
2056361,264627,1.0,10,-2212.0,-2233.0,5269.86,5269.86
2486766,271368,0.0,55,-1909.0,-1915.0,3375.0,3375.0
2306354,264627,0.0,34,-2064.0,-2069.0,6750.0,6750.0
1785460,271368,1.0,10,-47.0,-50.0,26657.64,26657.64
1663899,208312,3.0,10,-521.0,-528.0,62771.4,62771.4
2646516,293971,1.0,6,-1829.0,-1830.0,12202.335,12202.335
1607451,213240,1.0,4,-2679.0,-2653.0,3563.64,759.375
2606064,264627,1.0,7,-938.0,-942.0,21052.8,21052.8
1785460,271368,1.0,6,-167.0,-168.0,26657.64,26657.64
2306354,264627,0.0,90,-482.0,-482.0,106.695,106.695
2306354,264627,0.0,58,-1456.0,-1456.0,106.695,106.695
1000237,208312,1.0,8,-411.0,-425.0,34884.765,34884.765
1456702,280342,3.0,15,-126.0,-140.0,27557.145,27557.145
2378487,266499,5.0,5,-846.0,-867.0,9250.875,9250.875
1953682,249909,1.0,3,-244.0,-252.0,13767.12,13767.12
2132600,208312,1.0,17,-1915.0,-1914.0,19658.385,19658.385
2486766,271368,0.0,81,-1299.0,-1299.0,269.64,269.64
2306354,264627,0.0,66,-1212.0,-1212.0,106.695,106.695
2486766,271368,0.0,46,-2060.0,-2063.0,3375.0,3375.0
2181914,208312,1.0,7,-1035.0,-1036.0,26862.93,26862.93
2306354,264627,0.0,91,-451.0,-451.0,106.695,106.695
2258089,280342,0.0,78,-1657.0,-1657.0,241.38,241.38
1308129,238850,1.0,5,-1591.0,-1623.0,13938.84,89.235
1607451,213240,1.0,7,-2589.0,-2573.0,3563.64,759.375
2816721,208312,1.0,2,-257.0,-273.0,47859.075,47859.075
2258089,280342,0.0,23,-2556.0,-2556.0,2250.0,2250.0
1308129,238850,1.0,8,-1501.0,-1505.0,13938.84,13938.84
2306354,264627,0.0,93,-390.0,-390.0,106.695,106.695
1970129,280342,1.0,5,-1336.0,-1358.0,52623.0,52623.0
2486766,271368,0.0,7,-2777.0,-2777.0,10125.0,10125.0
2486766,271368,0.0,12,-2639.0,-2645.0,3375.0,2250.0
1607451,213240,1.0,7,-2589.0,-2603.0,3563.64,2804.265
1964030,213493,1.0,18,-37.0,-43.0,7480.665,7480.665
2180946,293971,1.0,4,-1945.0,-1939.0,10492.515,10492.515
2258089,280342,0.0,6,-2785.0,-2797.0,6750.0,6750.0
2486766,271368,0.0,44,-2121.0,-2126.0,3375.0,3375.0
2306354,264627,0.0,32,-2125.0,-2139.0,6750.0,6750.0
2486766,271368,0.0,97,-812.0,-812.0,269.64,269.64
1485615,238850,1.0,7,-523.0,-532.0,14791.005,14791.005
1016527,261500,1.0,16,-485.0,-490.0,12532.59,12532.59
2486766,271368,0.0,96,-843.0,-843.0,269.64,269.64
2258089,280342,0.0,131,-45.0,-45.0,241.38,241.38
1543763,293971,1.0,8,-484.0,-504.0,16708.59,16708.59
1626472,213240,1.0,10,-1924.0,-1893.0,3415.365,1.755
2258089,280342,0.0,1,-2846.0,-2875.0,6750.0,6750.0
1485615,238850,1.0,9,-463.0,-463.0,14791.005,14791.005
1785460,271368,1.0,1,-317.0,-325.0,26657.64,26657.64
1970129,280342,2.0,19,-933.0,-939.0,52623.0,52623.0
1923682,238850,1.0,6,-2282.0,-2254.0,9842.4,32.4
2258089,280342,0.0,86,-1415.0,-1415.0,241.38,241.38
1456702,280342,3.0,18,-36.0,-38.0,27557.145,27557.145
1043097,261500,1.0,1,-724.0,-735.0,11895.885,11895.885
2306354,264627,0.0,79,-816.0,-816.0,106.695,106.695
2415901,279940,1.0,10,-1921.0,-1925.0,13716.675,13716.675
2609640,249909,1.0,6,-754.0,-768.0,5903.1,5903.1
2180946,293971,1.0,5,-1915.0,-1915.0,10492.515,10492.515
1043097,261500,1.0,7,-544.0,-555.0,11895.885,11895.885
2486766,271368,0.0,83,-1237.0,-1237.0,269.64,269.64
2132600,208312,1.0,7,-2215.0,-2220.0,19658.385,19658.385
1785460,271368,1.0,7,-137.0,-140.0,26657.64,26657.64
1953682,249909,1.0,4,-214.0,-221.0,13767.12,13767.12
2721492,208312,1.0,7,-2496.0,-2528.0,6440.445,712.485
2306354,264627,0.0,62,-1333.0,-1333.0,106.695,106.695
2306354,264627,0.0,4,-2705.0,-2705.0,1125.0,1125.0
2486766,271368,0.0,80,-1329.0,-1329.0,269.64,269.64
2773494,280342,1.0,7,-1877.0,-1911.0,5325.885,5325.885
1068708,238850,1.0,7,-203.0,-202.0,19227.375,19227.375
2721492,208312,1.0,4,-2586.0,-2584.0,6440.445,6049.125
2486766,271368,0.0,23,-2489.0,-2489.0,3375.0,3375.0
1953682,249909,1.0,10,-34.0,-39.0,13767.12,13767.12
2029260,213493,1.0,2,-840.0,-845.0,10056.06,10056.06
2180946,293971,1.0,1,-2035.0,-2055.0,10492.515,10492.515
2486766,271368,0.0,91,-994.0,-994.0,269.64,269.64
2258089,280342,0.0,57,-2040.0,-2040.0,6750.0,6750.0
2258089,280342,0.0,105,-834.0,-834.0,241.38,241.38
2306354,264627,0.0,55,-1547.0,-1547.0,106.695,106.695
2486766,271368,0.0,106,-537.0,-537.0,269.64,269.64
1964030,213493,1.0,14,-157.0,-166.0,7480.665,7480.665
1016527,261500,1.0,32,-5.0,-15.0,12532.59,12532.59
2181914,208312,1.0,13,-855.0,-854.0,26862.93,26862.93
2486766,271368,0.0,13,-2645.0,-2645.0,2250.0,2250.0
2486766,271368,0.0,9,-2699.0,-2699.0,3375.0,3375.0
2258089,280342,0.0,116,-500.0,-500.0,241.38,241.38
2258089,280342,0.0,5,-2831.0,-2831.0,4500.0,4500.0
2486766,271368,0.0,112,-356.0,-356.0,269.64,269.64
2181914,208312,1.0,12,-885.0,-885.0,26862.93,26862.93
2606064,264627,1.0,3,-1058.0,-1061.0,21052.8,21052.8
2486766,271368,0.0,114,-294.0,-294.0,269.64,269.64
2646516,293971,1.0,3,-1919.0,-1934.0,12202.335,10494.0
2258089,280342,0.0,107,-775.0,-775.0,241.38,241.38
2486766,271368,0.0,34,-2305.0,-2307.0,3375.0,3375.0
2056361,264627,1.0,6,-2332.0,-2339.0,5269.86,5269.86
2306354,264627,0.0,12,-2601.0,-2601.0,1125.0,1125.0
1000237,208312,1.0,4,-531.0,-539.0,34884.765,34884.765
2258089,280342,0.0,119,-410.0,-410.0,241.38,241.38
2306354,264627,0.0,8,-2643.0,-2643.0,1125.0,1125.0
1110623,217493,1.0,5,-410.0,-416.0,23601.6,23601.6
2258089,280342,0.0,98,-1049.0,-1049.0,241.38,241.38
1607451,213240,1.0,6,-2619.0,-2603.0,3563.64,759.375
2617457,213818,1.0,3,-755.0,-779.0,10561.14,10561.14
2486766,271368,0.0,19,-2558.0,-2558.0,3375.0,3375.0
2486766,271368,0.0,58,-1886.0,-1886.0,5625.0,5625.0
2181914,208312,1.0,4,-1125.0,-1125.0,26862.93,26862.93
2816721,208312,1.0,9,-47.0,-60.0,47859.075,47859.075
1953682,249909,1.0,2,-274.0,-282.0,13767.12,13767.12
2258089,280342,0.0,87,-1384.0,-1384.0,241.38,241.38
1308129,238850,1.0,5,-1591.0,-1588.0,13938.84,13849.605
1681773,266499,1.0,6,-2591.0,-2610.0,10608.435,10608.435
2378487,266499,5.0,7,-786.0,-822.0,9250.875,9250.875
1068708,238850,1.0,1,-383.0,-403.0,19227.375,19227.375
2258089,280342,0.0,32,-2388.0,-2409.0,6750.0,6750.0
1016527,261500,1.0,2,-905.0,-919.0,12532.59,12532.59
2378487,266499,3.0,4,-876.0,-902.0,12262.95,42749.1
2378487,266499,4.0,4,-876.0,-902.0,30486.15,42749.1
2412474,299564,1.0,4,-1535.0,-1546.0,56942.73,56942.73
2803301,291513,1.0,12,-2276.0,-2277.0,5597.01,5597.01
2432900,213240,1.0,7,-2288.0,-2292.0,3756.6,3756.6
2532567,208312,1.0,8,-1418.0,-1428.0,32467.5,32467.5
2486766,271368,0.0,14,-2609.0,-2614.0,3375.0,3375.0
2258089,280342,0.0,128,-135.0,-135.0,241.38,241.38
2258089,280342,0.0,38,-2296.0,-2312.0,6750.0,6750.0
1289961,264627,1.0,9,-1308.0,-1306.0,20376.0,19359.0
2606064,264627,6.0,11,-818.0,-823.0,82339.2,90000.0
2606064,264627,5.0,11,-818.0,-823.0,7660.8,90000.0
1626472,213240,1.0,6,-2044.0,-2062.0,3415.365,3413.61
2258089,280342,0.0,117,-469.0,-469.0,241.38,241.38
2486766,271368,0.0,110,-417.0,-417.0,269.64,269.64
1663899,208312,5.0,24,-101.0,-107.0,31914.945,31914.945
2378487,266499,5.0,8,-756.0,-788.0,9250.875,9250.875
2486766,271368,0.0,101,-690.0,-690.0,269.64,269.64
1016527,261500,1.0,23,-275.0,-282.0,12532.59,12532.59
2721492,208312,1.0,2,-2646.0,-2642.0,6440.445,6263.235
1964030,213493,1.0,10,-277.0,-285.0,7480.665,7480.665
2258089,280342,0.0,93,-1200.0,-1200.0,241.38,241.38
1362500,238850,1.0,15,-856.0,-860.0,16267.905,16267.905
1970129,280342,1.0,4,-1366.0,-1403.0,52623.0,52623.0
2181914,208312,2.0,15,-795.0,-821.0,102122.145,102122.145
2029260,213493,1.0,6,-720.0,-730.0,10035.0,10035.0
1663899,208312,3.0,6,-641.0,-651.0,62771.4,62771.4
1799505,283065,1.0,3,-715.0,-729.0,8770.77,8770.77
1456702,280342,3.0,3,-486.0,-504.0,27557.145,27557.145
2132600,208312,1.0,15,-1975.0,-1976.0,19658.385,19658.385
2486766,271368,0.0,17,-2580.0,-2580.0,1125.0,1125.0
2816721,208312,1.0,4,-197.0,-209.0,47859.075,47859.075
2132600,208312,1.0,18,-1885.0,-1885.0,19308.825,19308.825
2486766,271368,0.0,27,-2428.0,-2428.0,3375.0,3375.0
2258089,280342,0.0,114,-561.0,-561.0,241.38,241.38
1923682,238850,1.0,7,-2252.0,-2225.0,9842.4,32.4
2258089,280342,0.0,44,-2207.0,-2217.0,6750.0,6750.0
1187434,293971,1.0,7,-1466.0,-1473.0,14368.725,14368.725
2486766,271368,0.0,116,-233.0,-233.0,269.64,269.64
1147472,266499,1.0,3,-2493.0,-2503.0,3734.505,3734.505
1025450,293971,1.0,4,-253.0,-265.0,4123.17,4123.17
2378487,266499,5.0,11,-666.0,-732.0,9250.875,9250.875
2378487,266499,1.0,1,-966.0,-972.0,21999.06,135000.0
2378487,266499,2.0,1,-966.0,-972.0,113000.94,135000.0
2132600,208312,1.0,8,-2185.0,-2190.0,19658.385,19658.385
2258089,280342,0.0,72,-1781.0,-1810.0,67.5,67.5
2721492,208312,1.0,8,-2466.0,-2494.0,6440.445,712.485
1362500,238850,1.0,5,-1156.0,-1173.0,16267.905,16267.905
1748416,208312,1.0,9,-1138.0,-1150.0,52143.39,52143.39
2306354,264627,0.0,68,-1151.0,-1151.0,106.695,106.695
2486766,271368,0.0,36,-2274.0,-2282.0,3375.0,3375.0
1029092,238850,1.0,1,-891.0,-901.0,16139.025,16139.025
1016527,261500,1.0,9,-695.0,-713.0,12532.59,12532.59
1964030,213493,1.0,3,-487.0,-500.0,7480.665,7480.665
1543763,293971,1.0,18,-184.0,-205.0,16708.59,16708.59
2617457,213818,1.0,4,-725.0,-750.0,10561.14,10561.14
1016527,261500,1.0,10,-665.0,-681.0,12532.59,12532.59
2306354,264627,0.0,81,-755.0,-755.0,106.695,106.695
1016527,261500,1.0,14,-545.0,-555.0,12532.59,12532.59
2803301,291513,1.0,15,-2186.0,-2203.0,5597.01,5597.01
2415901,279940,1.0,3,-2131.0,-2138.0,13716.675,13716.675
1043097,261500,1.0,3,-664.0,-681.0,11895.885,11895.885
2181914,208312,1.0,3,-1155.0,-1156.0,26862.93,26862.93
1363939,280342,1.0,1,-1881.0,-1911.0,9164.7,9164.7
2306354,264627,0.0,77,-875.0,-875.0,106.695,106.695
2486766,271368,0.0,117,-203.0,-203.0,269.64,269.64
2180946,293971,1.0,8,-1825.0,-1830.0,10492.515,10492.515
2486766,271368,0.0,22,-2486.0,-2489.0,3375.0,3375.0
1681773,266499,1.0,1,-2741.0,-2751.0,10634.535,10634.535
2486766,271368,0.0,86,-1147.0,-1147.0,269.64,269.64
1543763,293971,1.0,15,-274.0,-297.0,16708.59,16708.59
2306354,264627,0.0,41,-1852.0,-1863.0,6750.0,6750.0
1748416,208312,1.0,1,-1378.0,-1389.0,52143.39,52143.39
2486766,271368,0.0,5,-2796.0,-2796.0,3375.0,3375.0
2721492,208312,1.0,9,-2436.0,-2431.0,6440.445,5620.905
2486766,271368,0.0,6,-2761.0,-2777.0,3375.0,3375.0
2306354,264627,0.0,70,-1090.0,-1090.0,106.695,106.695
1543763,293971,1.0,17,-214.0,-233.0,16708.59,16708.59
1970129,280342,2.0,18,-963.0,-975.0,4539.24,4539.24
2646516,293971,1.0,2,-1949.0,-1939.0,12202.335,1708.335
2258089,280342,0.0,83,-1506.0,-1506.0,241.38,241.38
1485615,238850,1.0,1,-703.0,-711.0,14791.005,14791.005
2486766,271368,0.0,75,-1482.0,-1482.0,269.64,269.64
2306354,264627,0.0,40,-1883.0,-1890.0,6750.0,6750.0
2412474,299564,1.0,2,-1595.0,-1606.0,56942.73,56942.73
1029092,238850,1.0,8,-681.0,-711.0,16139.025,2504.385
2029260,213493,1.0,5,-750.0,-750.0,10056.06,10056.06
1289961,264627,1.0,8,-1338.0,-1341.0,20376.0,20376.0
1362500,238850,1.0,17,-796.0,-803.0,16267.905,16267.905
2132600,208312,1.0,3,-2335.0,-2332.0,19658.385,5375.565
1043097,261500,1.0,17,-244.0,-257.0,11895.885,11895.885
1799505,283065,1.0,6,-625.0,-643.0,8767.8,8767.8
2606064,264627,8.0,12,-788.0,-797.0,155215.125,155215.125
1485615,238850,1.0,10,-433.0,-432.0,14791.005,14791.005
2258089,280342,0.0,100,-987.0,-987.0,241.38,241.38
2306354,264627,0.0,52,-1602.0,-1602.0,121815.0,121815.0
2258089,280342,0.0,94,-1171.0,-1171.0,241.38,241.38
2646516,293971,1.0,7,-1799.0,-1802.0,12202.335,12202.335
2617457,213818,1.0,9,-575.0,-566.0,10561.14,4825.26
1543763,293971,1.0,6,-544.0,-552.0,16708.59,16708.59
2306354,264627,0.0,65,-1241.0,-1241.0,106.695,106.695
2486766,271368,0.0,26,-2425.0,-2428.0,3375.0,3375.0
2486766,271368,0.0,94,-902.0,-902.0,269.64,269.64
2306354,264627,0.0,82,-725.0,-725.0,106.695,106.695
1626472,213240,1.0,12,-1864.0,-1866.0,3399.615,3399.615
2486766,271368,0.0,40,-2213.0,-2216.0,3375.0,3375.0
2258089,280342,0.0,125,-227.0,-227.0,241.38,241.38
1663899,208312,5.0,21,-191.0,-193.0,31922.55,31922.55
1626472,213240,1.0,3,-2134.0,-2153.0,3415.365,3413.61
1016527,261500,1.0,15,-515.0,-527.0,12532.59,12532.59
1043097,261500,1.0,18,-214.0,-225.0,11886.345,11886.345
2432900,213240,1.0,2,-2438.0,-2447.0,3756.6,3756.6
1000237,208312,1.0,1,-621.0,-619.0,34884.765,33970.365
2803301,291513,1.0,1,-2606.0,-2606.0,5597.01,5597.01
2721492,208312,1.0,2,-2646.0,-2674.0,6440.445,177.21
2721492,208312,1.0,4,-2586.0,-2614.0,6440.445,391.32
2486766,271368,0.0,63,-1787.0,-1817.0,186.75,186.75
2646516,293971,1.0,3,-1919.0,-1915.0,12202.335,1708.335
2646516,293971,1.0,10,-1709.0,-1712.0,12186.54,12186.54
2306354,264627,0.0,73,-998.0,-998.0,106.695,106.695
2486766,271368,0.0,1,-2854.0,-2854.0,3375.0,3375.0
2486766,271368,0.0,119,-141.0,-141.0,269.64,269.64
2721492,208312,1.0,6,-2526.0,-2526.0,6440.445,6440.445
2721492,208312,1.0,3,-2616.0,-2614.0,6440.445,6156.18
2132600,208312,1.0,11,-2095.0,-2095.0,19658.385,19658.385
1029092,238850,1.0,2,-861.0,-860.0,16139.025,16139.025
2258089,280342,0.0,18,-2602.0,-2619.0,6750.0,6750.0
2374601,295711,1.0,2,-108.0,-131.0,14622.345,14622.345
2258089,280342,0.0,126,-196.0,-196.0,241.38,241.38
2617457,213818,1.0,7,-635.0,-626.0,10561.14,6427.98
2306354,264627,0.0,80,-786.0,-786.0,106.695,106.695
2258089,280342,0.0,129,-104.0,-104.0,241.38,241.38
2258089,280342,0.0,66,-1872.0,-1887.0,6750.0,6750.0
2306354,264627,0.0,16,-2534.0,-2534.0,1125.0,1125.0
2412474,299564,1.0,3,-1565.0,-1571.0,56942.73,56942.73
1043097,261500,1.0,13,-364.0,-373.0,11895.885,11895.885
2646516,293971,1.0,9,-1739.0,-1747.0,12202.335,12202.335
1626472,213240,1.0,4,-2104.0,-2121.0,3415.365,3413.61
1799505,283065,1.0,2,-745.0,-757.0,8770.77,8770.77
2258089,280342,0.0,39,-2312.0,-2312.0,6750.0,6750.0
2486766,271368,0.0,98,-782.0,-782.0,269.64,269.64
2714853,285282,1.0,2,-712.0,-714.0,4526.19,4526.19
2415901,279940,1.0,8,-1981.0,-1988.0,13716.675,13716.675
1543763,293971,1.0,9,-454.0,-465.0,16708.59,16708.59
1964030,213493,1.0,5,-427.0,-439.0,7480.665,7432.2
2486766,271368,0.0,31,-2369.0,-2369.0,3375.0,3375.0
1187434,293971,1.0,4,-1556.0,-1556.0,14368.725,14368.725
2486766,271368,0.0,41,-2183.0,-2187.0,3375.0,3375.0
1456702,280342,3.0,2,-516.0,-528.0,27557.145,27557.145
1068708,238850,1.0,8,-173.0,-182.0,19227.375,19227.375
1362500,238850,1.0,13,-916.0,-915.0,16267.905,16267.905
2646516,293971,1.0,2,-1949.0,-1976.0,12202.335,10494.0
1543763,293971,1.0,2,-664.0,-690.0,16708.59,16708.59
2306354,264627,0.0,20,-2472.0,-2472.0,30375.0,30375.0
1456702,280342,1.0,1,-546.0,-576.0,31206.465,94500.0
1456702,280342,2.0,1,-546.0,-576.0,63293.535,94500.0
2486766,271368,0.0,93,-933.0,-933.0,269.64,269.64
2180946,293971,1.0,7,-1855.0,-1859.0,10492.515,10492.515
2486766,271368,0.0,79,-1360.0,-1360.0,269.64,269.64
2486766,271368,0.0,118,-172.0,-172.0,269.64,269.64
2606064,264627,1.0,6,-968.0,-970.0,21052.8,21052.8
1456702,280342,3.0,19,-6.0,-23.0,27557.145,27557.145
2056361,264627,1.0,3,-2422.0,-2437.0,5269.86,5269.86
1362500,238850,1.0,1,-1276.0,-1286.0,16267.905,16267.905
2486766,271368,0.0,102,-659.0,-659.0,269.64,269.64
1016527,261500,1.0,17,-455.0,-464.0,12532.59,12532.59
1785460,271368,1.0,2,-287.0,-291.0,26657.64,26657.64
1029092,238850,1.0,12,-561.0,-564.0,16037.82,16037.82
2803301,291513,1.0,5,-2486.0,-2493.0,5597.01,5597.01
1289961,264627,1.0,13,-1188.0,-1190.0,20376.0,20376.0
2306354,264627,0.0,47,-1701.0,-1701.0,135.0,135.0
2773494,280342,2.0,8,-1847.0,-1884.0,23696.1,23696.1
1485615,238850,1.0,6,-553.0,-564.0,14791.005,14791.005
2432900,213240,1.0,10,-2198.0,-2210.0,3715.65,3715.65
2486766,271368,0.0,70,-1633.0,-1633.0,269.64,269.64
1748416,208312,1.0,10,-1108.0,-1116.0,52143.39,52143.39
2646516,293971,1.0,4,-1889.0,-1892.0,12202.335,12202.335
2486766,271368,0.0,28,-2395.0,-2398.0,3375.0,3375.0
1964030,213493,1.0,17,-67.0,-79.0,7480.665,7480.665
2306354,264627,0.0,51,-1579.0,-1602.0,6750.0,6750.0
1329235,279940,1.0,2,-311.0,-321.0,25540.245,25540.245
1016527,261500,1.0,22,-305.0,-314.0,12532.59,12532.59
2415901,279940,1.0,1,-2191.0,-2200.0,13716.675,13716.675
2258089,280342,0.0,103,-896.0,-896.0,241.38,241.38
1308129,238850,1.0,9,-1471.0,-1477.0,13938.84,13938.84
2486766,271368,0.0,43,-2167.0,-2167.0,3375.0,3375.0
2486766,271368,0.0,103,-629.0,-629.0,269.64,269.64
1748416,208312,1.0,19,-838.0,-843.0,52143.39,52143.39
2258089,280342,0.0,49,-2158.0,-2158.0,2250.0,2250.0
2486766,271368,0.0,49,-1999.0,-2005.0,3375.0,3375.0
2609640,249909,1.0,3,-844.0,-853.0,5907.735,5907.735
2486766,271368,0.0,69,-1664.0,-1664.0,269.64,269.64
2486766,271368,0.0,15,-2614.0,-2614.0,5625.0,5625.0
1663899,208312,3.0,12,-461.0,-465.0,62771.4,62771.4
1607451,213240,1.0,4,-2679.0,-2694.0,3563.64,2804.265
1626472,213240,1.0,11,-1894.0,-1866.0,3415.365,1.755
1923682,238850,1.0,2,-2402.0,-2406.0,9842.4,9842.4
1626472,213240,1.0,11,-1894.0,-1893.0,3415.365,3413.61
1147472,266499,1.0,5,-2433.0,-2440.0,3734.505,3734.505
2306354,264627,0.0,86,-602.0,-602.0,106.695,106.695
1607451,213240,1.0,1,-2769.0,-2799.0,3563.64,3563.64
1626472,213240,1.0,8,-1984.0,-1992.0,3415.365,3413.61
2258089,280342,0.0,71,-1841.0,-1841.0,308.88,308.88
1681773,266499,1.0,5,-2621.0,-2642.0,10634.535,10634.535
2606064,264627,1.0,8,-908.0,-914.0,21052.8,21052.8
2306354,264627,0.0,15,-2521.0,-2534.0,5625.0,5625.0
1025450,293971,1.0,10,-73.0,-112.0,4123.17,4123.17
2432900,213240,1.0,9,-2228.0,-2244.0,3756.6,3756.6
1147472,266499,1.0,4,-2463.0,-2470.0,3734.505,3734.505
1953682,249909,1.0,6,-154.0,-160.0,13767.12,13767.12
1964030,213493,1.0,2,-517.0,-547.0,7480.665,7480.665
1289961,264627,1.0,4,-1458.0,-1464.0,20376.0,20376.0
2306354,264627,0.0,37,-1972.0,-1977.0,6750.0,6750.0
1663899,208312,5.0,20,-221.0,-222.0,31922.55,31922.55
2803301,291513,1.0,3,-2546.0,-2546.0,5597.01,5597.01
2486766,271368,0.0,30,-2364.0,-2369.0,3375.0,3375.0
2714853,285282,1.0,5,-622.0,-626.0,4526.19,4526.19
2721492,208312,1.0,9,-2436.0,-2460.0,6440.445,819.54
2486766,271368,0.0,68,-1694.0,-1694.0,269.64,269.64
1964030,213493,1.0,4,-457.0,-467.0,7480.665,7480.665
1363939,280342,1.0,2,-1851.0,-1911.0,9164.7,9164.7
2181914,208312,1.0,10,-945.0,-966.0,26862.93,10165.905
2258089,280342,0.0,60,-1962.0,-1981.0,6750.0,6750.0
2306354,264627,0.0,14,-2558.0,-2558.0,1125.0,1125.0
2486766,271368,0.0,60,-1852.0,-1852.0,5625.0,5625.0
2180946,293971,1.0,3,-1975.0,-1983.0,10492.515,10492.515
2258089,280342,0.0,27,-2495.0,-2495.0,2250.0,2250.0
1456702,280342,3.0,6,-396.0,-416.0,27557.145,27557.145
1970129,280342,2.0,23,-813.0,-815.0,52623.0,52623.0
1016527,261500,1.0,27,-155.0,-167.0,12532.59,12532.59
2258089,280342,0.0,24,-2511.0,-2528.0,6750.0,6750.0
2486766,271368,0.0,4,-2791.0,-2796.0,3375.0,3375.0
2617457,213818,1.0,1,-815.0,-845.0,10561.14,10561.14
2803301,291513,1.0,6,-2456.0,-2463.0,5597.01,5597.01
1543763,293971,1.0,23,-34.0,-56.0,16708.59,16708.59
1016527,261500,1.0,4,-845.0,-856.0,12532.59,12532.59
2258089,280342,0.0,113,-592.0,-592.0,241.38,241.38
2773494,280342,1.0,2,-2027.0,-2063.0,5325.885,5325.885
1000237,208312,1.0,5,-501.0,-520.0,34884.765,34884.765
1970129,280342,1.0,16,-1006.0,-1009.0,52623.0,52623.0
1923682,238850,1.0,10,-2162.0,-2157.0,9842.4,9810.0
2486766,271368,0.0,109,-447.0,-447.0,269.64,269.64
1964030,213493,1.0,5,-427.0,-421.0,7480.665,48.465
1663899,208312,3.0,17,-311.0,-317.0,62771.4,264964.095
1663899,208312,4.0,17,-311.0,-317.0,202192.695,264964.095
1456702,280342,3.0,7,-366.0,-385.0,27557.145,27557.145
1000237,208312,1.0,1,-621.0,-651.0,34884.765,914.4
1016527,261500,1.0,21,-335.0,-344.0,12532.59,12532.59
1607451,213240,1.0,9,-2529.0,-2513.0,3563.64,759.375
1970129,280342,2.0,21,-873.0,-882.0,52623.0,52623.0
2258089,280342,0.0,97,-1079.0,-1079.0,241.38,241.38
1289961,264627,1.0,3,-1488.0,-1495.0,20376.0,20376.0
2306354,264627,0.0,57,-1486.0,-1486.0,106.695,106.695
1016527,261500,1.0,19,-395.0,-399.0,12532.59,12532.59
2486766,271368,0.0,51,-1968.0,-1971.0,3375.0,3375.0
2258089,280342,0.0,56,-2023.0,-2040.0,6750.0,6750.0
